cause,age,month,dead
Underlying cause of death C00-C97,70,2012-01,6620
Underlying cause of death C00-C97,70,2012-02,6038
Underlying cause of death C00-C97,70,2012-03,6455
Underlying cause of death C00-C97,70,2012-04,6115
Underlying cause of death C00-C97,70,2012-05,6435
Underlying cause of death C00-C97,70,2012-06,6300
Underlying cause of death C00-C97,70,2012-07,6352
Underlying cause of death C00-C97,70,2012-08,6546
Underlying cause of death C00-C97,70,2012-09,6376
Underlying cause of death C00-C97,70,2012-10,6573
Underlying cause of death C00-C97,70,2012-11,6339
Underlying cause of death C00-C97,70,2012-12,6871
Underlying cause of death C00-C97,70,2013-01,6984
Underlying cause of death C00-C97,70,2013-02,6129
Underlying cause of death C00-C97,70,2013-03,6701
Underlying cause of death C00-C97,70,2013-04,6533
Underlying cause of death C00-C97,70,2013-05,6648
Underlying cause of death C00-C97,70,2013-06,6371
Underlying cause of death C00-C97,70,2013-07,6642
Underlying cause of death C00-C97,70,2013-08,6790
Underlying cause of death C00-C97,70,2013-09,6435
Underlying cause of death C00-C97,70,2013-10,6890
Underlying cause of death C00-C97,70,2013-11,6578
Underlying cause of death C00-C97,70,2013-12,6809
Underlying cause of death C00-C97,70,2014-01,6854
Underlying cause of death C00-C97,70,2014-02,6243
Underlying cause of death C00-C97,70,2014-03,6962
Underlying cause of death C00-C97,70,2014-04,6582
Underlying cause of death C00-C97,70,2014-05,6774
Underlying cause of death C00-C97,70,2014-06,6592
Underlying cause of death C00-C97,70,2014-07,6858
Underlying cause of death C00-C97,70,2014-08,6978
Underlying cause of death C00-C97,70,2014-09,6712
Underlying cause of death C00-C97,70,2014-10,6917
Underlying cause of death C00-C97,70,2014-11,6766
Underlying cause of death C00-C97,70,2014-12,7076
Underlying cause of death C00-C97,70,2015-01,7232
Underlying cause of death C00-C97,70,2015-02,6496
Underlying cause of death C00-C97,70,2015-03,7079
Underlying cause of death C00-C97,70,2015-04,6815
Underlying cause of death C00-C97,70,2015-05,7044
Underlying cause of death C00-C97,70,2015-06,6602
Underlying cause of death C00-C97,70,2015-07,6989
Underlying cause of death C00-C97,70,2015-08,7011
Underlying cause of death C00-C97,70,2015-09,6736
Underlying cause of death C00-C97,70,2015-10,7232
Underlying cause of death C00-C97,70,2015-11,6890
Underlying cause of death C00-C97,70,2015-12,6919
Underlying cause of death C00-C97,70,2016-01,7063
Underlying cause of death C00-C97,70,2016-02,6671
Underlying cause of death C00-C97,70,2016-03,6898
Underlying cause of death C00-C97,70,2016-04,6728
Underlying cause of death C00-C97,70,2016-05,6856
Underlying cause of death C00-C97,70,2016-06,6564
Underlying cause of death C00-C97,70,2016-07,7010
Underlying cause of death C00-C97,70,2016-08,7167
Underlying cause of death C00-C97,70,2016-09,6834
Underlying cause of death C00-C97,70,2016-10,6985
Underlying cause of death C00-C97,70,2016-11,6835
Underlying cause of death C00-C97,70,2016-12,7227
Underlying cause of death C00-C97,70,2017-01,7290
Underlying cause of death C00-C97,70,2017-02,6675
Underlying cause of death C00-C97,70,2017-03,7328
Underlying cause of death C00-C97,70,2017-04,7153
Underlying cause of death C00-C97,70,2017-05,7173
Underlying cause of death C00-C97,70,2017-06,7005
Underlying cause of death C00-C97,70,2017-07,7538
Underlying cause of death C00-C97,70,2017-08,7243
Underlying cause of death C00-C97,70,2017-09,7253
Underlying cause of death C00-C97,70,2017-10,7430
Underlying cause of death C00-C97,70,2017-11,7209
Underlying cause of death C00-C97,70,2017-12,7555
Underlying cause of death C00-C97,70,2018-01,7700
Underlying cause of death C00-C97,70,2018-02,6761
Underlying cause of death C00-C97,70,2018-03,7454
Underlying cause of death C00-C97,70,2018-04,7220
Underlying cause of death C00-C97,70,2018-05,7318
Underlying cause of death C00-C97,70,2018-06,7086
Underlying cause of death C00-C97,70,2018-07,7353
Underlying cause of death C00-C97,70,2018-08,7568
Underlying cause of death C00-C97,70,2018-09,7215
Underlying cause of death C00-C97,70,2018-10,7710
Underlying cause of death C00-C97,70,2018-11,7443
Underlying cause of death C00-C97,70,2018-12,7637
Underlying cause of death C00-C97,70,2019-01,7724
Underlying cause of death C00-C97,70,2019-02,7181
Underlying cause of death C00-C97,70,2019-03,7701
Underlying cause of death C00-C97,70,2019-04,7051
Underlying cause of death C00-C97,70,2019-05,7483
Underlying cause of death C00-C97,70,2019-06,7273
Underlying cause of death C00-C97,70,2019-07,7519
Underlying cause of death C00-C97,70,2019-08,7689
Underlying cause of death C00-C97,70,2019-09,7491
Underlying cause of death C00-C97,70,2019-10,7904
Underlying cause of death C00-C97,70,2019-11,7487
Underlying cause of death C00-C97,70,2019-12,7692
Underlying cause of death C00-C97,70,2020-01,8097
Underlying cause of death C00-C97,70,2020-02,7451
Underlying cause of death C00-C97,70,2020-03,7941
Underlying cause of death C00-C97,70,2020-04,7568
Underlying cause of death C00-C97,70,2020-05,7505
Underlying cause of death C00-C97,70,2020-06,7511
Underlying cause of death C00-C97,70,2020-07,7884
Underlying cause of death C00-C97,70,2020-08,7950
Underlying cause of death C00-C97,70,2020-09,7825
Underlying cause of death C00-C97,70,2020-10,7908
Underlying cause of death C00-C97,70,2020-11,7789
Underlying cause of death C00-C97,70,2020-12,8084
Underlying cause of death C00-C97,70,2021-01,7995
Underlying cause of death C00-C97,70,2021-02,7362
Underlying cause of death C00-C97,70,2021-03,7813
Underlying cause of death C00-C97,70,2021-04,7971
Underlying cause of death C00-C97,70,2021-05,8049
Underlying cause of death C00-C97,70,2021-06,7671
Underlying cause of death C00-C97,70,2021-07,8157
Underlying cause of death C00-C97,70,2021-08,8339
Underlying cause of death C00-C97,70,2021-09,7950
Underlying cause of death C00-C97,70,2021-10,8315
Underlying cause of death C00-C97,70,2021-11,7907
Underlying cause of death C00-C97,70,2021-12,8323
Underlying cause of death C00-C97,70,2022-01,8271
Underlying cause of death C00-C97,70,2022-02,7198
Underlying cause of death C00-C97,70,2022-03,8023
Underlying cause of death C00-C97,70,2022-04,7530
Underlying cause of death C00-C97,70,2022-05,7811
Underlying cause of death C00-C97,70,2022-06,7543
Underlying cause of death C00-C97,70,2022-07,7895
Underlying cause of death C00-C97,70,2022-08,8135
Underlying cause of death C00-C97,70,2022-09,7680
Underlying cause of death C00-C97,70,2022-10,7958
Underlying cause of death C00-C97,70,2022-11,7845
Underlying cause of death C00-C97,70,2022-12,8348
Underlying cause of death C00-C97,70,2023-01,8094
Underlying cause of death C00-C97,70,2023-02,7335
Underlying cause of death C00-C97,70,2023-03,8141
Underlying cause of death C00-C97,70,2023-04,7781
Underlying cause of death C00-C97,70,2023-05,7969
Underlying cause of death C00-C97,70,2023-06,7679
Underlying cause of death C00-C97,70,2023-07,7989
Underlying cause of death C00-C97,70,2023-08,8114
Underlying cause of death C00-C97,70,2023-09,7831
Underlying cause of death C00-C97,70,2023-10,8062
Underlying cause of death C00-C97,70,2023-11,7846
Underlying cause of death C00-C97,70,2023-12,8306
Underlying cause of death C00-C97,70,2024-01,8091
Underlying cause of death C00-C97,70,2024-02,7634
Underlying cause of death C00-C97,70,2024-03,8077
Underlying cause of death C00-C97,70,2024-04,7669
Underlying cause of death C00-C97,70,2024-05,7937
Underlying cause of death C00-C97,70,2024-06,7532
Underlying cause of death C00-C97,70,2024-07,7650
Underlying cause of death C00-C97,70,2024-08,7515
Underlying cause of death C00-C97,70,2024-09,1175
Underlying cause of death C00-C97,75,1999-01,7786
Underlying cause of death C00-C97,75,1999-02,7131
Underlying cause of death C00-C97,75,1999-03,7878
Underlying cause of death C00-C97,75,1999-04,7199
Underlying cause of death C00-C97,75,1999-05,7471
Underlying cause of death C00-C97,75,1999-06,7233
Underlying cause of death C00-C97,75,1999-07,7450
Underlying cause of death C00-C97,75,1999-08,7559
Underlying cause of death C00-C97,75,1999-09,7375
Underlying cause of death C00-C97,75,1999-10,7650
Underlying cause of death C00-C97,75,1999-11,7333
Underlying cause of death C00-C97,75,1999-12,7809
Underlying cause of death C00-C97,75,2000-01,8019
Underlying cause of death C00-C97,75,2000-02,7295
Underlying cause of death C00-C97,75,2000-03,7656
Underlying cause of death C00-C97,75,2000-04,7356
Underlying cause of death C00-C97,75,2000-05,7360
Underlying cause of death C00-C97,75,2000-06,7282
Underlying cause of death C00-C97,75,2000-07,7540
Underlying cause of death C00-C97,75,2000-08,7646
Underlying cause of death C00-C97,75,2000-09,7505
Underlying cause of death C00-C97,75,2000-10,7863
Underlying cause of death C00-C97,75,2000-11,7490
Underlying cause of death C00-C97,75,2000-12,7643
Underlying cause of death C00-C97,75,2001-01,7718
Underlying cause of death C00-C97,75,2001-02,7055
Underlying cause of death C00-C97,75,2001-03,7958
Underlying cause of death C00-C97,75,2001-04,7582
Underlying cause of death C00-C97,75,2001-05,7434
Underlying cause of death C00-C97,75,2001-06,7335
Underlying cause of death C00-C97,75,2001-07,7345
Underlying cause of death C00-C97,75,2001-08,7615
Underlying cause of death C00-C97,75,2001-09,7289
Underlying cause of death C00-C97,75,2001-10,7522
Underlying cause of death C00-C97,75,2001-11,7444
Underlying cause of death C00-C97,75,2001-12,7670
Underlying cause of death C00-C97,75,2002-01,7747
Underlying cause of death C00-C97,75,2002-02,7051
Underlying cause of death C00-C97,75,2002-03,7965
Underlying cause of death C00-C97,75,2002-04,7255
Underlying cause of death C00-C97,75,2002-05,7497
Underlying cause of death C00-C97,75,2002-06,6991
Underlying cause of death C00-C97,75,2002-07,7291
Underlying cause of death C00-C97,75,2002-08,7607
Underlying cause of death C00-C97,75,2002-09,7254
Underlying cause of death C00-C97,75,2002-10,7740
Underlying cause of death C00-C97,75,2002-11,7517
Underlying cause of death C00-C97,75,2002-12,7650
Underlying cause of death C00-C97,75,2003-01,7878
Underlying cause of death C00-C97,75,2003-02,6847
Underlying cause of death C00-C97,75,2003-03,7678
Underlying cause of death C00-C97,75,2003-04,7340
Underlying cause of death C00-C97,75,2003-05,7402
Underlying cause of death C00-C97,75,2003-06,7157
Underlying cause of death C00-C97,75,2003-07,7264
Underlying cause of death C00-C97,75,2003-08,7634
Underlying cause of death C00-C97,75,2003-09,7132
Underlying cause of death C00-C97,75,2003-10,7660
Underlying cause of death C00-C97,75,2003-11,7282
Underlying cause of death C00-C97,75,2003-12,7812
Underlying cause of death C00-C97,75,2004-01,7847
Underlying cause of death C00-C97,75,2004-02,7097
Underlying cause of death C00-C97,75,2004-03,7507
Underlying cause of death C00-C97,75,2004-04,7043
Underlying cause of death C00-C97,75,2004-05,7250
Underlying cause of death C00-C97,75,2004-06,7023
Underlying cause of death C00-C97,75,2004-07,7267
Underlying cause of death C00-C97,75,2004-08,7233
Underlying cause of death C00-C97,75,2004-09,6990
Underlying cause of death C00-C97,75,2004-10,7355
Underlying cause of death C00-C97,75,2004-11,6904
Underlying cause of death C00-C97,75,2004-12,7349
Underlying cause of death C00-C97,75,2005-01,7570
Underlying cause of death C00-C97,75,2005-02,6800
Underlying cause of death C00-C97,75,2005-03,7372
Underlying cause of death C00-C97,75,2005-04,7007
Underlying cause of death C00-C97,75,2005-05,7188
Underlying cause of death C00-C97,75,2005-06,7053
Underlying cause of death C00-C97,75,2005-07,7060
Underlying cause of death C00-C97,75,2005-08,7299
Underlying cause of death C00-C97,75,2005-09,6888
Underlying cause of death C00-C97,75,2005-10,7218
Underlying cause of death C00-C97,75,2005-11,6998
Underlying cause of death C00-C97,75,2005-12,7408
Underlying cause of death C00-C97,75,2006-01,7367
Underlying cause of death C00-C97,75,2006-02,6718
Underlying cause of death C00-C97,75,2006-03,7442
Underlying cause of death C00-C97,75,2006-04,6851
Underlying cause of death C00-C97,75,2006-05,7078
Underlying cause of death C00-C97,75,2006-06,6873
Underlying cause of death C00-C97,75,2006-07,6950
Underlying cause of death C00-C97,75,2006-08,7076
Underlying cause of death C00-C97,75,2006-09,6786
Underlying cause of death C00-C97,75,2006-10,7138
Underlying cause of death C00-C97,75,2006-11,6985
Underlying cause of death C00-C97,75,2006-12,7239
Underlying cause of death C00-C97,75,2007-01,7144
Underlying cause of death C00-C97,75,2007-02,6541
Underlying cause of death C00-C97,75,2007-03,7116
Underlying cause of death C00-C97,75,2007-04,6935
Underlying cause of death C00-C97,75,2007-05,6909
Underlying cause of death C00-C97,75,2007-06,6721
Underlying cause of death C00-C97,75,2007-07,7068
Underlying cause of death C00-C97,75,2007-08,6906
Underlying cause of death C00-C97,75,2007-09,6756
Underlying cause of death C00-C97,75,2007-10,7044
Underlying cause of death C00-C97,75,2007-11,6803
Underlying cause of death C00-C97,75,2007-12,7045
Underlying cause of death C00-C97,75,2008-01,7132
Underlying cause of death C00-C97,75,2008-02,6740
Underlying cause of death C00-C97,75,2008-03,6965
Underlying cause of death C00-C97,75,2008-04,6656
Underlying cause of death C00-C97,75,2008-05,6773
Underlying cause of death C00-C97,75,2008-06,6258
Underlying cause of death C00-C97,75,2008-07,6755
Underlying cause of death C00-C97,75,2008-08,6870
Underlying cause of death C00-C97,75,2008-09,6532
Underlying cause of death C00-C97,75,2008-10,6821
Underlying cause of death C00-C97,75,2008-11,6590
Underlying cause of death C00-C97,75,2008-12,6863
Underlying cause of death C00-C97,75,2009-01,6857
Underlying cause of death C00-C97,75,2009-02,6202
Underlying cause of death C00-C97,75,2009-03,6766
Underlying cause of death C00-C97,75,2009-04,6530
Underlying cause of death C00-C97,75,2009-05,6590
Underlying cause of death C00-C97,75,2009-06,6448
Underlying cause of death C00-C97,75,2009-07,6657
Underlying cause of death C00-C97,75,2009-08,6641
Underlying cause of death C00-C97,75,2009-09,6420
Underlying cause of death C00-C97,75,2009-10,6723
Underlying cause of death C00-C97,75,2009-11,6588
Underlying cause of death C00-C97,75,2009-12,6713
Underlying cause of death C00-C97,75,2010-01,6671
Underlying cause of death C00-C97,75,2010-02,6252
Underlying cause of death C00-C97,75,2010-03,6792
Underlying cause of death C00-C97,75,2010-04,6361
Underlying cause of death C00-C97,75,2010-05,6510
Underlying cause of death C00-C97,75,2010-06,6340
Underlying cause of death C00-C97,75,2010-07,6588
Underlying cause of death C00-C97,75,2010-08,6598
Underlying cause of death C00-C97,75,2010-09,6309
Underlying cause of death C00-C97,75,2010-10,6603
Underlying cause of death C00-C97,75,2010-11,6443
Underlying cause of death C00-C97,75,2010-12,6779
Underlying cause of death C00-C97,75,2011-01,6778
Underlying cause of death C00-C97,75,2011-02,6275
Underlying cause of death C00-C97,75,2011-03,6693
Underlying cause of death C00-C97,75,2011-04,6249
Underlying cause of death C00-C97,75,2011-05,6411
Underlying cause of death C00-C97,75,2011-06,6277
Underlying cause of death C00-C97,75,2011-07,6569
Underlying cause of death C00-C97,75,2011-08,6468
Underlying cause of death C00-C97,75,2011-09,6352
Underlying cause of death C00-C97,75,2011-10,6675
Underlying cause of death C00-C97,75,2011-11,6241
Underlying cause of death C00-C97,75,2011-12,6520
Underlying cause of death C00-C97,75,2012-01,6643
Underlying cause of death C00-C97,75,2012-02,6215
Underlying cause of death C00-C97,75,2012-03,6519
Underlying cause of death C00-C97,75,2012-04,6172
Underlying cause of death C00-C97,75,2012-05,6528
Underlying cause of death C00-C97,75,2012-06,6265
Underlying cause of death C00-C97,75,2012-07,6420
Underlying cause of death C00-C97,75,2012-08,6556
Underlying cause of death C00-C97,75,2012-09,6241
Underlying cause of death C00-C97,75,2012-10,6746
