date,cause,code,dead
2014-08,Stage IV decubitus ulcer,L89.3,90
2014-08,"Decubitus ulcer and pressure area, unspecified",L89.9,664
2014-08,Discoid lupus erythematosus,L93.0,87
2014-08,"Ulcer of lower limb, not elsewhere classified",L97,68
2014-08,"Chronic ulcer of skin, not elsewhere classified",L98.4,159
2014-08,Other specified disorders of skin and subcutaneous tissue,L98.8,24
2014-08,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,13
2014-09,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,23
2014-09,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,18
2014-09,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,35
2014-09,Cellulitis of other parts of limb,L03.1,155
2014-09,Cellulitis of trunk,L03.3,21
2014-09,"Cellulitis, unspecified",L03.9,261
2014-09,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,164
2014-09,Bullous pemphigoid,L12.0,23
2014-09,Arthropathic psoriasis,L40.5,16
2014-09,"Psoriasis, unspecified",L40.9,18
2014-09,Bullous erythema multiforme,L51.1,11
2014-09,"Erythematous condition, unspecified",L53.9,10
2014-09,Stage IV decubitus ulcer,L89.3,68
2014-09,"Decubitus ulcer and pressure area, unspecified",L89.9,645
2014-09,Discoid lupus erythematosus,L93.0,85
2014-09,"Ulcer of lower limb, not elsewhere classified",L97,79
2014-09,"Chronic ulcer of skin, not elsewhere classified",L98.4,134
2014-09,Other specified disorders of skin and subcutaneous tissue,L98.8,11
2014-09,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,19
2014-10,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,18
2014-10,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,18
2014-10,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,39
2014-10,Cellulitis of other parts of limb,L03.1,184
2014-10,Cellulitis of trunk,L03.3,15
2014-10,"Cellulitis, unspecified",L03.9,267
2014-10,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,160
2014-10,Bullous pemphigoid,L12.0,28
2014-10,Arthropathic psoriasis,L40.5,21
2014-10,"Psoriasis, unspecified",L40.9,11
2014-10,"Erythematous condition, unspecified",L53.9,10
2014-10,Stage III decubitus ulcer,L89.2,13
2014-10,Stage IV decubitus ulcer,L89.3,81
2014-10,"Decubitus ulcer and pressure area, unspecified",L89.9,687
2014-10,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,10
2014-10,Discoid lupus erythematosus,L93.0,94
2014-10,"Ulcer of lower limb, not elsewhere classified",L97,68
2014-10,"Chronic ulcer of skin, not elsewhere classified",L98.4,142
2014-10,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,17
2014-11,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2014-11,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,26
2014-11,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,27
2014-11,Cellulitis of other parts of limb,L03.1,167
2014-11,Cellulitis of trunk,L03.3,14
2014-11,"Cellulitis, unspecified",L03.9,281
2014-11,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,138
2014-11,"Pemphigus, unspecified",L10.9,10
2014-11,Bullous pemphigoid,L12.0,22
2014-11,"Psoriasis, unspecified",L40.9,17
2014-11,"Erythematous condition, unspecified",L53.9,14
2014-11,Stage IV decubitus ulcer,L89.3,92
2014-11,"Decubitus ulcer and pressure area, unspecified",L89.9,672
2014-11,Discoid lupus erythematosus,L93.0,95
2014-11,"Ulcer of lower limb, not elsewhere classified",L97,80
2014-11,"Chronic ulcer of skin, not elsewhere classified",L98.4,129
2014-11,Other specified disorders of skin and subcutaneous tissue,L98.8,25
2014-11,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,20
2014-12,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,15
2014-12,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,12
2014-12,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,27
2014-12,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,53
2014-12,Cellulitis of other parts of limb,L03.1,195
2014-12,Cellulitis of trunk,L03.3,14
2014-12,"Cellulitis, unspecified",L03.9,304
2014-12,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,135
2014-12,Bullous pemphigoid,L12.0,19
2014-12,Arthropathic psoriasis,L40.5,14
2014-12,"Psoriasis, unspecified",L40.9,22
2014-12,Bullous erythema multiforme,L51.1,10
2014-12,"Erythematous condition, unspecified",L53.9,15
2014-12,Stage III decubitus ulcer,L89.2,16
2014-12,Stage IV decubitus ulcer,L89.3,84
2014-12,"Decubitus ulcer and pressure area, unspecified",L89.9,695
2014-12,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,10
2014-12,Discoid lupus erythematosus,L93.0,102
2014-12,"Ulcer of lower limb, not elsewhere classified",L97,79
2014-12,"Chronic ulcer of skin, not elsewhere classified",L98.4,152
2014-12,Other specified disorders of skin and subcutaneous tissue,L98.8,22
2014-12,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,22
2015-01,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2015-01,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,30
2015-01,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,44
2015-01,Cellulitis of other parts of limb,L03.1,221
2015-01,Cellulitis of trunk,L03.3,23
2015-01,Cellulitis of other sites,L03.8,10
2015-01,"Cellulitis, unspecified",L03.9,323
2015-01,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,170
2015-01,Bullous pemphigoid,L12.0,23
2015-01,"Dermatitis, unspecified",L30.9,10
2015-01,Arthropathic psoriasis,L40.5,15
2015-01,"Psoriasis, unspecified",L40.9,32
2015-01,Bullous erythema multiforme,L51.1,14
2015-01,Toxic epidermal necrolysis [Lyell],L51.2,11
2015-01,"Erythematous condition, unspecified",L53.9,12
2015-01,Pyoderma gangrenosum,L88,10
2015-01,Stage II decubitus ulcer,L89.1,12
2015-01,Stage III decubitus ulcer,L89.2,13
2015-01,Stage IV decubitus ulcer,L89.3,99
2015-01,"Decubitus ulcer and pressure area, unspecified",L89.9,763
2015-01,Discoid lupus erythematosus,L93.0,102
2015-01,"Ulcer of lower limb, not elsewhere classified",L97,90
2015-01,"Chronic ulcer of skin, not elsewhere classified",L98.4,186
2015-01,Other specified disorders of skin and subcutaneous tissue,L98.8,28
2015-01,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,14
2015-02,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2015-02,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,20
2015-02,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,31
2015-02,Cellulitis of other parts of limb,L03.1,155
2015-02,"Cellulitis, unspecified",L03.9,270
2015-02,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,146
2015-02,Bullous pemphigoid,L12.0,25
2015-02,"Dermatitis, unspecified",L30.9,10
2015-02,Arthropathic psoriasis,L40.5,10
2015-02,"Psoriasis, unspecified",L40.9,14
2015-02,Bullous erythema multiforme,L51.1,17
2015-02,"Erythematous condition, unspecified",L53.9,11
2015-02,Stage IV decubitus ulcer,L89.3,102
2015-02,"Decubitus ulcer and pressure area, unspecified",L89.9,677
2015-02,Discoid lupus erythematosus,L93.0,106
2015-02,"Ulcer of lower limb, not elsewhere classified",L97,68
2015-02,"Chronic ulcer of skin, not elsewhere classified",L98.4,135
2015-02,Other specified disorders of skin and subcutaneous tissue,L98.8,22
2015-02,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,16
2015-03,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,19
2015-03,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,30
2015-03,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,32
2015-03,Cellulitis of other parts of limb,L03.1,213
2015-03,Cellulitis of trunk,L03.3,16
2015-03,"Cellulitis, unspecified",L03.9,309
2015-03,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,178
2015-03,Bullous pemphigoid,L12.0,17
2015-03,"Dermatitis, unspecified",L30.9,12
2015-03,Arthropathic psoriasis,L40.5,14
2015-03,"Psoriasis, unspecified",L40.9,39
2015-03,Bullous erythema multiforme,L51.1,14
2015-03,Toxic epidermal necrolysis [Lyell],L51.2,10
2015-03,"Erythematous condition, unspecified",L53.9,17
2015-03,Stage III decubitus ulcer,L89.2,11
2015-03,Stage IV decubitus ulcer,L89.3,97
2015-03,"Decubitus ulcer and pressure area, unspecified",L89.9,763
2015-03,Discoid lupus erythematosus,L93.0,104
2015-03,"Ulcer of lower limb, not elsewhere classified",L97,91
2015-03,"Chronic ulcer of skin, not elsewhere classified",L98.4,150
2015-03,Other specified disorders of skin and subcutaneous tissue,L98.8,24
2015-03,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,27
2015-04,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,19
2015-04,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,11
2015-04,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,17
2015-04,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,32
2015-04,Cellulitis of other parts of limb,L03.1,185
2015-04,"Cellulitis, unspecified",L03.9,269
2015-04,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,141
2015-04,Bullous pemphigoid,L12.0,17
2015-04,"Dermatitis, unspecified",L30.9,12
2015-04,Arthropathic psoriasis,L40.5,19
2015-04,"Psoriasis, unspecified",L40.9,24
2015-04,Stage III decubitus ulcer,L89.2,16
2015-04,Stage IV decubitus ulcer,L89.3,90
2015-04,"Decubitus ulcer and pressure area, unspecified",L89.9,659
2015-04,Discoid lupus erythematosus,L93.0,105
2015-04,"Ulcer of lower limb, not elsewhere classified",L97,81
2015-04,"Chronic ulcer of skin, not elsewhere classified",L98.4,139
2015-04,Other specified disorders of skin and subcutaneous tissue,L98.8,22
2015-04,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,20
2015-05,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,18
2015-05,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,18
2015-05,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,36
2015-05,Cellulitis of other parts of limb,L03.1,189
2015-05,Cellulitis of trunk,L03.3,15
2015-05,"Cellulitis, unspecified",L03.9,283
2015-05,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,148
2015-05,Bullous pemphigoid,L12.0,18
2015-05,Arthropathic psoriasis,L40.5,10
2015-05,"Psoriasis, unspecified",L40.9,22
2015-05,"Erythematous condition, unspecified",L53.9,20
2015-05,Stage III decubitus ulcer,L89.2,19
2015-05,Stage IV decubitus ulcer,L89.3,103
2015-05,"Decubitus ulcer and pressure area, unspecified",L89.9,667
2015-05,Discoid lupus erythematosus,L93.0,92
2015-05,"Ulcer of lower limb, not elsewhere classified",L97,77
2015-05,"Chronic ulcer of skin, not elsewhere classified",L98.4,124
2015-05,Other specified disorders of skin and subcutaneous tissue,L98.8,25
2015-05,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,17
2015-06,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,22
2015-06,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,15
2015-06,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,27
2015-06,Cellulitis of other parts of limb,L03.1,183
2015-06,Cellulitis of trunk,L03.3,16
2015-06,"Cellulitis, unspecified",L03.9,258
2015-06,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,137
2015-06,Bullous pemphigoid,L12.0,18
2015-06,"Dermatitis, unspecified",L30.9,10
2015-06,Arthropathic psoriasis,L40.5,10
2015-06,"Psoriasis, unspecified",L40.9,28
2015-06,Bullous erythema multiforme,L51.1,12
2015-06,Toxic epidermal necrolysis [Lyell],L51.2,13
2015-06,Stage III decubitus ulcer,L89.2,10
2015-06,Stage IV decubitus ulcer,L89.3,85
2015-06,"Decubitus ulcer and pressure area, unspecified",L89.9,680
2015-06,Discoid lupus erythematosus,L93.0,89
2015-06,"Ulcer of lower limb, not elsewhere classified",L97,62
2015-06,"Chronic ulcer of skin, not elsewhere classified",L98.4,138
2015-06,Other specified disorders of skin and subcutaneous tissue,L98.8,25
2015-06,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,11
2015-07,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,21
2015-07,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,21
2015-07,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,34
2015-07,Cellulitis of other parts of limb,L03.1,163
2015-07,Cellulitis of trunk,L03.3,17
2015-07,Cellulitis of other sites,L03.8,10
2015-07,"Cellulitis, unspecified",L03.9,272
2015-07,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,149
2015-07,"Pemphigus, unspecified",L10.9,10
2015-07,Bullous pemphigoid,L12.0,22
2015-07,"Psoriasis, unspecified",L40.9,18
2015-07,Bullous erythema multiforme,L51.1,11
2015-07,"Erythematous condition, unspecified",L53.9,17
2015-07,Pyoderma gangrenosum,L88,13
2015-07,Stage III decubitus ulcer,L89.2,15
2015-07,Stage IV decubitus ulcer,L89.3,85
2015-07,"Decubitus ulcer and pressure area, unspecified",L89.9,653
2015-07,Discoid lupus erythematosus,L93.0,95
2015-07,"Ulcer of lower limb, not elsewhere classified",L97,74
2015-07,"Chronic ulcer of skin, not elsewhere classified",L98.4,140
2015-07,Other specified disorders of skin and subcutaneous tissue,L98.8,22
2015-07,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,26
2015-08,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,20
2015-08,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,31
2015-08,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,38
2015-08,Cellulitis of other parts of limb,L03.1,181
2015-08,Cellulitis of trunk,L03.3,28
2015-08,"Cellulitis, unspecified",L03.9,275
2015-08,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,160
2015-08,Bullous pemphigoid,L12.0,19
2015-08,Arthropathic psoriasis,L40.5,16
2015-08,"Psoriasis, unspecified",L40.9,26
2015-08,"Erythematous condition, unspecified",L53.9,19
2015-08,Stage III decubitus ulcer,L89.2,10
2015-08,Stage IV decubitus ulcer,L89.3,93
2015-08,"Decubitus ulcer and pressure area, unspecified",L89.9,653
2015-08,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,10
2015-08,Discoid lupus erythematosus,L93.0,104
2015-08,"Ulcer of lower limb, not elsewhere classified",L97,79
2015-08,"Chronic ulcer of skin, not elsewhere classified",L98.4,142
2015-08,Other specified disorders of skin and subcutaneous tissue,L98.8,21
2015-08,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,11
2015-09,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,18
2015-09,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,13
2015-09,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,33
2015-09,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,26
2015-09,Cellulitis of other parts of limb,L03.1,182
2015-09,Cellulitis of trunk,L03.3,11
2015-09,"Cellulitis, unspecified",L03.9,258
2015-09,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,142
2015-09,Bullous pemphigoid,L12.0,25
2015-09,Arthropathic psoriasis,L40.5,14
2015-09,"Psoriasis, unspecified",L40.9,18
2015-09,Bullous erythema multiforme,L51.1,11
2015-09,"Erythematous condition, unspecified",L53.9,13
2015-09,Stage III decubitus ulcer,L89.2,20
2015-09,Stage IV decubitus ulcer,L89.3,99
2015-09,"Decubitus ulcer and pressure area, unspecified",L89.9,665
2015-09,Discoid lupus erythematosus,L93.0,82
2015-09,"Ulcer of lower limb, not elsewhere classified",L97,67
2015-09,"Chronic ulcer of skin, not elsewhere classified",L98.4,136
2015-09,Other specified disorders of skin and subcutaneous tissue,L98.8,31
2015-09,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,21
2015-10,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,21
2015-10,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,13
2015-10,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,23
2015-10,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,33
2015-10,Cellulitis of other parts of limb,L03.1,212
2015-10,Cellulitis of trunk,L03.3,20
2015-10,"Cellulitis, unspecified",L03.9,270
2015-10,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,172
2015-10,"Pemphigus, unspecified",L10.9,11
2015-10,Bullous pemphigoid,L12.0,33
2015-10,"Psoriasis, unspecified",L40.9,22
2015-10,Bullous erythema multiforme,L51.1,15
2015-10,"Erythematous condition, unspecified",L53.9,16
2015-10,Stage III decubitus ulcer,L89.2,11
2015-10,Stage IV decubitus ulcer,L89.3,105
2015-10,"Decubitus ulcer and pressure area, unspecified",L89.9,628
2015-10,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,12
2015-10,Discoid lupus erythematosus,L93.0,105
2015-10,"Ulcer of lower limb, not elsewhere classified",L97,78
2015-10,"Chronic ulcer of skin, not elsewhere classified",L98.4,140
2015-10,Other specified disorders of skin and subcutaneous tissue,L98.8,18
2015-10,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,18
2015-11,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,12
2015-11,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,25
2015-11,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,35
2015-11,Cellulitis of other parts of limb,L03.1,213
2015-11,Cellulitis of trunk,L03.3,18
2015-11,"Cellulitis, unspecified",L03.9,257
2015-11,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,171
2015-11,Bullous pemphigoid,L12.0,26
2015-11,"Dermatitis, unspecified",L30.9,10
2015-11,Arthropathic psoriasis,L40.5,13
2015-11,"Psoriasis, unspecified",L40.9,15
2015-11,Bullous erythema multiforme,L51.1,12
2015-11,"Erythematous condition, unspecified",L53.9,13
2015-11,Stage II decubitus ulcer,L89.1,10
2015-11,Stage III decubitus ulcer,L89.2,13
2015-11,Stage IV decubitus ulcer,L89.3,93
2015-11,"Decubitus ulcer and pressure area, unspecified",L89.9,649
2015-11,Scar conditions and fibrosis of skin,L90.5,11
2015-11,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,10
2015-11,Discoid lupus erythematosus,L93.0,101
2015-11,"Ulcer of lower limb, not elsewhere classified",L97,89
2015-11,"Chronic ulcer of skin, not elsewhere classified",L98.4,171
2015-11,Other specified disorders of skin and subcutaneous tissue,L98.8,26
2015-11,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,22
2015-12,"Cutaneous abscess, furuncle and carbuncle of neck",L02.1,10
2015-12,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,12
2015-12,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,31
2015-12,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,28
2015-12,Cellulitis of other parts of limb,L03.1,206
2015-12,Cellulitis of trunk,L03.3,23
2015-12,"Cellulitis, unspecified",L03.9,288
