cause,year,month,age,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
Non-COVID-19 deaths,2022,May,40-49,Unvaccinated,74,57911,132.3,,103.7,166.5
Non-COVID-19 deaths,2022,May,40-49,"First dose, less than 21 days ago",<3,107,,,,
Non-COVID-19 deaths,2022,May,40-49,"First dose, at least 21 days ago",26,9914,289.7,,188.3,425.7
Non-COVID-19 deaths,2022,May,40-49,"Second dose, less than 21 days ago",<3,317,,,,
Non-COVID-19 deaths,2022,May,40-49,"Second dose, at least 21 days ago",127,91440,142.6,,117.6,167.6
Non-COVID-19 deaths,2022,May,40-49,"Third dose or booster, less than 21 days ago",<3,1950,,,,
Non-COVID-19 deaths,2022,May,40-49,"Third dose or booster, at least 21 days ago",449,393593,113.5,,103.0,124.0
Non-COVID-19 deaths,2022,May,50-59,Unvaccinated,171,38097,453.3,,385.2,521.4
Non-COVID-19 deaths,2022,May,50-59,"First dose, less than 21 days ago",<3,50,,,,
Non-COVID-19 deaths,2022,May,50-59,"First dose, at least 21 days ago",57,6079,941.5,,712.1,1221.1
Non-COVID-19 deaths,2022,May,50-59,"Second dose, less than 21 days ago",<3,146,,,,
Non-COVID-19 deaths,2022,May,50-59,"Second dose, at least 21 days ago",302,57906,540.7,,479.4,601.9
Non-COVID-19 deaths,2022,May,50-59,"Third dose or booster, less than 21 days ago",<3,1158,,,,
Non-COVID-19 deaths,2022,May,50-59,"Third dose or booster, at least 21 days ago",1494,510471,288.1,,273.4,302.7
Non-COVID-19 deaths,2022,May,60-69,Unvaccinated,232,20434,1205.4,,1048.6,1362.3
Non-COVID-19 deaths,2022,May,60-69,"First dose, less than 21 days ago",<3,19,,,,
Non-COVID-19 deaths,2022,May,60-69,"First dose, at least 21 days ago",73,2805,2758.4,,2150.4,3482.2
Non-COVID-19 deaths,2022,May,60-69,"Second dose, less than 21 days ago",<3,59,,,,
Non-COVID-19 deaths,2022,May,60-69,"Second dose, at least 21 days ago",443,25867,1826.3,,1652.0,2000.7
Non-COVID-19 deaths,2022,May,60-69,"Third dose or booster, less than 21 days ago",13,460,3002.9,u,1550.7,5208.1
Non-COVID-19 deaths,2022,May,60-69,"Third dose or booster, at least 21 days ago",3408,450947,761.0,,735.4,786.5
Non-COVID-19 deaths,2022,May,70-79,Unvaccinated,298,9957,3026.8,,2681.7,3371.8
Non-COVID-19 deaths,2022,May,70-79,"First dose, less than 21 days ago",<3,11,,,,
Non-COVID-19 deaths,2022,May,70-79,"First dose, at least 21 days ago",60,1198,5073.4,,3867.6,6535.3
Non-COVID-19 deaths,2022,May,70-79,"Second dose, less than 21 days ago",3,24,12197.9,u,2513.9,35650.9
Non-COVID-19 deaths,2022,May,70-79,"Second dose, at least 21 days ago",525,9764,5529.6,,5053.3,6006.0
Non-COVID-19 deaths,2022,May,70-79,"Third dose or booster, less than 21 days ago",22,288,7889.3,,4806.1,12134.6
Non-COVID-19 deaths,2022,May,70-79,"Third dose or booster, at least 21 days ago",7586,381068,1974.1,,1929.7,2018.6
Non-COVID-19 deaths,2022,May,80-89,Unvaccinated,287,4202,6787.3,,6001.9,7572.7
Non-COVID-19 deaths,2022,May,80-89,"First dose, less than 21 days ago",<3,8,,,,
Non-COVID-19 deaths,2022,May,80-89,"First dose, at least 21 days ago",89,520,16845.4,,13514.9,20745.3
Non-COVID-19 deaths,2022,May,80-89,"Second dose, less than 21 days ago",5,19,25096.6,u,7799.0,59258.1
Non-COVID-19 deaths,2022,May,80-89,"Second dose, at least 21 days ago",575,4196,13503.2,,12397.2,14609.1
Non-COVID-19 deaths,2022,May,80-89,"Third dose or booster, less than 21 days ago",48,275,16987.1,,12414.0,22659.8
Non-COVID-19 deaths,2022,May,80-89,"Third dose or booster, at least 21 days ago",11616,178376,6480.2,,6362.3,6598.0
Non-COVID-19 deaths,2022,May,90+,Unvaccinated,185,1065,17373.2,,14959.6,20065.2
Non-COVID-19 deaths,2022,May,90+,"First dose, less than 21 days ago",<3,4,,,,
Non-COVID-19 deaths,2022,May,90+,"First dose, at least 21 days ago",42,151,27789.2,,20025.8,37564.1
Non-COVID-19 deaths,2022,May,90+,"Second dose, less than 21 days ago",<3,8,,,,
Non-COVID-19 deaths,2022,May,90+,"Second dose, at least 21 days ago",309,1060,29151.1,,25990.9,32589.5
Non-COVID-19 deaths,2022,May,90+,"Third dose or booster, less than 21 days ago",28,123,22840.9,,15174.1,33012.8
Non-COVID-19 deaths,2022,May,90+,"Third dose or booster, at least 21 days ago",7015,38005,18458.0,,18028.6,18895.1
Non-COVID-19 deaths,2022,June,18-39,Unvaccinated,90,201186,46.8,,37.6,57.7
Non-COVID-19 deaths,2022,June,18-39,"First dose, less than 21 days ago",<3,526,,,,
Non-COVID-19 deaths,2022,June,18-39,"First dose, at least 21 days ago",13,44035,35.7,u,18.5,61.9
Non-COVID-19 deaths,2022,June,18-39,"Second dose, less than 21 days ago",<3,1809,,,,
Non-COVID-19 deaths,2022,June,18-39,"Second dose, at least 21 days ago",70,290373,25.6,,19.9,32.4
Non-COVID-19 deaths,2022,June,18-39,"Third dose or booster, less than 21 days ago",<3,6144,,,,
Non-COVID-19 deaths,2022,June,18-39,"Third dose or booster, at least 21 days ago",177,579754,28.8,,24.5,33.1
Non-COVID-19 deaths,2022,June,40-49,Unvaccinated,86,56170,160.9,,128.4,199.0
Non-COVID-19 deaths,2022,June,40-49,"First dose, less than 21 days ago",<3,69,,,,
Non-COVID-19 deaths,2022,June,40-49,"First dose, at least 21 days ago",25,9468,262.4,,168.6,389.0
Non-COVID-19 deaths,2022,June,40-49,"Second dose, less than 21 days ago",<3,201,,,,
Non-COVID-19 deaths,2022,June,40-49,"Second dose, at least 21 days ago",129,87346,153.2,,126.5,179.8
Non-COVID-19 deaths,2022,June,40-49,"Third dose or booster, less than 21 days ago",<3,1172,,,,
Non-COVID-19 deaths,2022,June,40-49,"Third dose or booster, at least 21 days ago",420,382637,108.8,,98.4,119.2
Non-COVID-19 deaths,2022,June,50-59,Unvaccinated,141,36929,386.6,,322.6,450.5
Non-COVID-19 deaths,2022,June,50-59,"First dose, less than 21 days ago",<3,36,,,,
Non-COVID-19 deaths,2022,June,50-59,"First dose, at least 21 days ago",45,5833,792.3,,577.0,1061.2
Non-COVID-19 deaths,2022,June,50-59,"Second dose, less than 21 days ago",3,91,3223.5,u,623.7,9519.8
Non-COVID-19 deaths,2022,June,50-59,"Second dose, at least 21 days ago",286,55414,526.7,,465.4,588.1
Non-COVID-19 deaths,2022,June,50-59,"Third dose or booster, less than 21 days ago",<3,659,,,,
Non-COVID-19 deaths,2022,June,50-59,"Third dose or booster, at least 21 days ago",1423,494881,283.2,,268.4,297.9
Non-COVID-19 deaths,2022,June,60-69,Unvaccinated,214,19872,1112.0,,961.1,1262.8
Non-COVID-19 deaths,2022,June,60-69,"First dose, less than 21 days ago",<3,15,,,,
Non-COVID-19 deaths,2022,June,60-69,"First dose, at least 21 days ago",59,2700,2242.2,,1695.8,2905.7
Non-COVID-19 deaths,2022,June,60-69,"Second dose, less than 21 days ago",<3,36,,,,
Non-COVID-19 deaths,2022,June,60-69,"Second dose, at least 21 days ago",377,24880,1589.3,,1424.7,1753.8
Non-COVID-19 deaths,2022,June,60-69,"Third dose or booster, less than 21 days ago",4,255,1869.8,u,487.5,4834.5
Non-COVID-19 deaths,2022,June,60-69,"Third dose or booster, at least 21 days ago",3287,437775,756.2,,730.4,782.1
Non-COVID-19 deaths,2022,June,70-79,Unvaccinated,296,9659,3117.0,,2760.6,3473.4
Non-COVID-19 deaths,2022,June,70-79,"First dose, less than 21 days ago",<3,7,,,,
Non-COVID-19 deaths,2022,June,70-79,"First dose, at least 21 days ago",66,1152,5879.8,,4543.7,7485.1
Non-COVID-19 deaths,2022,June,70-79,"Second dose, less than 21 days ago",<3,16,,,,
Non-COVID-19 deaths,2022,June,70-79,"Second dose, at least 21 days ago",483,9260,5360.1,,4878.2,5841.9
Non-COVID-19 deaths,2022,June,70-79,"Third dose or booster, less than 21 days ago",18,153,11194.9,u,6478.8,17914.8
Non-COVID-19 deaths,2022,June,70-79,"Third dose or booster, at least 21 days ago",7640,369619,2046.4,,2000.5,2092.3
Non-COVID-19 deaths,2022,June,80-89,Unvaccinated,241,4064,5897.9,,5153.1,6642.7
Non-COVID-19 deaths,2022,June,80-89,"First dose, less than 21 days ago",<3,5,,,,
Non-COVID-19 deaths,2022,June,80-89,"First dose, at least 21 days ago",53,496,10541.8,,7886.6,13801.2
Non-COVID-19 deaths,2022,June,80-89,"Second dose, less than 21 days ago",<3,10,,,,
Non-COVID-19 deaths,2022,June,80-89,"Second dose, at least 21 days ago",461,3830,11898.4,,10810.7,12986.0
Non-COVID-19 deaths,2022,June,80-89,"Third dose or booster, less than 21 days ago",27,139,18163.4,,11783.7,26675.1
Non-COVID-19 deaths,2022,June,80-89,"Third dose or booster, at least 21 days ago",10997,173563,6303.2,,6185.3,6421.0
Non-COVID-19 deaths,2022,June,90+,Unvaccinated,192,1026,18710.0,,16156.8,21552.0
Non-COVID-19 deaths,2022,June,90+,"First dose, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2022,June,90+,"First dose, at least 21 days ago",36,144,25052.9,,17544.2,34685.0
Non-COVID-19 deaths,2022,June,90+,"Second dose, less than 21 days ago",<3,4,,,,
Non-COVID-19 deaths,2022,June,90+,"Second dose, at least 21 days ago",254,927,27414.8,,24146.5,31002.0
Non-COVID-19 deaths,2022,June,90+,"Third dose or booster, less than 21 days ago",16,62,25779.7,u,14725.7,41867.2
Non-COVID-19 deaths,2022,June,90+,"Third dose or booster, at least 21 days ago",7063,37152,19011.2,,18570.4,19459.8
Non-COVID-19 deaths,2022,July,18-39,Unvaccinated,70,207697,35.6,,27.7,45.1
Non-COVID-19 deaths,2022,July,18-39,"First dose, less than 21 days ago",<3,356,,,,
Non-COVID-19 deaths,2022,July,18-39,"First dose, at least 21 days ago",22,44486,57.9,,35.7,88.5
Non-COVID-19 deaths,2022,July,18-39,"Second dose, less than 21 days ago",<3,1474,,,,
Non-COVID-19 deaths,2022,July,18-39,"Second dose, at least 21 days ago",69,295549,25.3,,19.6,32.0
Non-COVID-19 deaths,2022,July,18-39,"Third dose or booster, less than 21 days ago",<3,5293,,,,
Non-COVID-19 deaths,2022,July,18-39,"Third dose or booster, at least 21 days ago",171,605936,27.1,,23.0,31.2
Non-COVID-19 deaths,2022,July,40-49,Unvaccinated,93,58220,166.3,,133.9,204.1
Non-COVID-19 deaths,2022,July,40-49,"First dose, less than 21 days ago",<3,49,,,,
Non-COVID-19 deaths,2022,July,40-49,"First dose, at least 21 days ago",32,9652,357.7,,243.5,506.5
Non-COVID-19 deaths,2022,July,40-49,"Second dose, less than 21 days ago",<3,186,,,,
Non-COVID-19 deaths,2022,July,40-49,"Second dose, at least 21 days ago",102,89095,119.3,,95.9,142.6
Non-COVID-19 deaths,2022,July,40-49,"Third dose or booster, less than 21 days ago",<3,1239,,,,
Non-COVID-19 deaths,2022,July,40-49,"Third dose or booster, at least 21 days ago",412,396293,103.2,,93.2,113.1
Non-COVID-19 deaths,2022,July,50-59,Unvaccinated,166,38228,442.5,,375.1,509.9
Non-COVID-19 deaths,2022,July,50-59,"First dose, less than 21 days ago",<3,27,,,,
Non-COVID-19 deaths,2022,July,50-59,"First dose, at least 21 days ago",47,5994,788.7,,578.6,1049.9
Non-COVID-19 deaths,2022,July,50-59,"Second dose, less than 21 days ago",<3,77,,,,
Non-COVID-19 deaths,2022,July,50-59,"Second dose, at least 21 days ago",278,56781,498.6,,439.8,557.5
Non-COVID-19 deaths,2022,July,50-59,"Third dose or booster, less than 21 days ago",<3,569,,,,
Non-COVID-19 deaths,2022,July,50-59,"Third dose or booster, at least 21 days ago",1443,511696,277.2,,262.8,291.5
Non-COVID-19 deaths,2022,July,60-69,Unvaccinated,256,20637,1314.4,,1151.5,1477.2
Non-COVID-19 deaths,2022,July,60-69,"First dose, less than 21 days ago",<3,12,,,,
Non-COVID-19 deaths,2022,July,60-69,"First dose, at least 21 days ago",65,2785,2507.7,,1924.5,3209.4
Non-COVID-19 deaths,2022,July,60-69,"Second dose, less than 21 days ago",<3,29,,,,
Non-COVID-19 deaths,2022,July,60-69,"Second dose, at least 21 days ago",368,25645,1540.8,,1379.5,1702.1
Non-COVID-19 deaths,2022,July,60-69,"Third dose or booster, less than 21 days ago",<3,205,,,,
Non-COVID-19 deaths,2022,July,60-69,"Third dose or booster, at least 21 days ago",3290,453435,730.6,,705.6,755.5
Non-COVID-19 deaths,2022,July,70-79,Unvaccinated,293,10001,2986.0,,2642.9,3329.1
Non-COVID-19 deaths,2022,July,70-79,"First dose, less than 21 days ago",<3,6,,,,
Non-COVID-19 deaths,2022,July,70-79,"First dose, at least 21 days ago",70,1180,6053.1,,4714.4,7652.8
Non-COVID-19 deaths,2022,July,70-79,"Second dose, less than 21 days ago",<3,12,,,,
Non-COVID-19 deaths,2022,July,70-79,"Second dose, at least 21 days ago",452,9459,4919.9,,4462.5,5377.3
Non-COVID-19 deaths,2022,July,70-79,"Third dose or booster, less than 21 days ago",7,106,6496.7,u,2559.8,13478.2
Non-COVID-19 deaths,2022,July,70-79,"Third dose or booster, at least 21 days ago",7860,382435,2032.5,,1987.5,2077.5
Non-COVID-19 deaths,2022,July,80-89,Unvaccinated,305,4198,7239.4,,6426.8,8052.1
Non-COVID-19 deaths,2022,July,80-89,"First dose, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2022,July,80-89,"First dose, at least 21 days ago",65,509,12551.0,,9676.2,16009.9
Non-COVID-19 deaths,2022,July,80-89,"Second dose, less than 21 days ago",<3,7,,,,
Non-COVID-19 deaths,2022,July,80-89,"Second dose, at least 21 days ago",427,3834,10990.4,,9946.7,12034.0
Non-COVID-19 deaths,2022,July,80-89,"Third dose or booster, less than 21 days ago",13,76,16348.3,u,8618.7,28086.8
Non-COVID-19 deaths,2022,July,80-89,"Third dose or booster, at least 21 days ago",11576,180087,6392.9,,6276.5,6509.4
Non-COVID-19 deaths,2022,July,90+,Unvaccinated,220,1056,20833.7,,18171.3,23776.3
Non-COVID-19 deaths,2022,July,90+,"First dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2022,July,90+,"First dose, at least 21 days ago",39,146,26649.6,,18948.1,36432.1
Non-COVID-19 deaths,2022,July,90+,"Second dose, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2022,July,90+,"Second dose, at least 21 days ago",215,911,23590.3,,20542.1,26963.4
Non-COVID-19 deaths,2022,July,90+,"Third dose or booster, less than 21 days ago",9,30,30235.9,u,13797.1,57401.0
Non-COVID-19 deaths,2022,July,90+,"Third dose or booster, at least 21 days ago",7545,38660,19516.2,,19078.2,19961.6
Non-COVID-19 deaths,2022,August,18-39,Unvaccinated,55,207652,27.8,,20.9,36.2
Non-COVID-19 deaths,2022,August,18-39,"First dose, less than 21 days ago",<3,287,,,,
Non-COVID-19 deaths,2022,August,18-39,"First dose, at least 21 days ago",12,43900,27.7,u,13.4,49.7
Non-COVID-19 deaths,2022,August,18-39,"Second dose, less than 21 days ago",<3,972,,,,
Non-COVID-19 deaths,2022,August,18-39,"Second dose, at least 21 days ago",61,292242,22.2,,16.9,28.5
Non-COVID-19 deaths,2022,August,18-39,"Third dose or booster, less than 21 days ago",<3,3866,,,,
Non-COVID-19 deaths,2022,August,18-39,"Third dose or booster, at least 21 days ago",143,611323,22.2,,18.5,25.8
Non-COVID-19 deaths,2022,August,40-49,Unvaccinated,93,58422,167.3,,134.8,205.3
Non-COVID-19 deaths,2022,August,40-49,"First dose, less than 21 days ago",<3,38,,,,
Non-COVID-19 deaths,2022,August,40-49,"First dose, at least 21 days ago",28,9579,307.3,,202.9,445.9
Non-COVID-19 deaths,2022,August,40-49,"Second dose, less than 21 days ago",<3,117,,,,
Non-COVID-19 deaths,2022,August,40-49,"Second dose, at least 21 days ago",112,88341,133.6,,108.7,158.5
Non-COVID-19 deaths,2022,August,40-49,"Third dose or booster, less than 21 days ago",<3,811,,,,
Non-COVID-19 deaths,2022,August,40-49,"Third dose or booster, at least 21 days ago",363,397335,91.0,,81.6,100.3
Non-COVID-19 deaths,2022,August,50-59,Unvaccinated,154,38313,409.9,,345.1,474.7
Non-COVID-19 deaths,2022,August,50-59,"First dose, less than 21 days ago",<3,23,,,,
Non-COVID-19 deaths,2022,August,50-59,"First dose, at least 21 days ago",52,5972,880.6,,656.8,1155.9
Non-COVID-19 deaths,2022,August,50-59,"Second dose, less than 21 days ago",<3,58,,,,
Non-COVID-19 deaths,2022,August,50-59,"Second dose, at least 21 days ago",237,56453,432.6,,377.3,487.9
Non-COVID-19 deaths,2022,August,50-59,"Third dose or booster, less than 21 days ago",<3,431,,,,
Non-COVID-19 deaths,2022,August,50-59,"Third dose or booster, at least 21 days ago",1416,511951,272.4,,258.2,286.7
Non-COVID-19 deaths,2022,August,60-69,Unvaccinated,212,20739,1078.2,,931.3,1225.0
Non-COVID-19 deaths,2022,August,60-69,"First dose, less than 21 days ago",<3,9,,,,
Non-COVID-19 deaths,2022,August,60-69,"First dose, at least 21 days ago",55,2786,2172.9,,1627.8,2839.5
Non-COVID-19 deaths,2022,August,60-69,"Second dose, less than 21 days ago",<3,21,,,,
Non-COVID-19 deaths,2022,August,60-69,"Second dose, at least 21 days ago",328,25636,1365.1,,1213.7,1516.4
Non-COVID-19 deaths,2022,August,60-69,"Third dose or booster, less than 21 days ago",<3,149,,,,
Non-COVID-19 deaths,2022,August,60-69,"Third dose or booster, at least 21 days ago",3318,454356,735.6,,710.6,760.6
Non-COVID-19 deaths,2022,August,70-79,Unvaccinated,264,10032,2691.1,,2365.4,3016.8
Non-COVID-19 deaths,2022,August,70-79,"First dose, less than 21 days ago",<3,4,,,,
Non-COVID-19 deaths,2022,August,70-79,"First dose, at least 21 days ago",48,1179,4134.1,,3044.8,5485.3
Non-COVID-19 deaths,2022,August,70-79,"Second dose, less than 21 days ago",<3,7,,,,
Non-COVID-19 deaths,2022,August,70-79,"Second dose, at least 21 days ago",398,9416,4358.1,,3926.4,4789.8
Non-COVID-19 deaths,2022,August,70-79,"Third dose or booster, less than 21 days ago",<3,54,,,,
Non-COVID-19 deaths,2022,August,70-79,"Third dose or booster, at least 21 days ago",7622,382907,1966.0,,1921.8,2010.2
Non-COVID-19 deaths,2022,August,80-89,Unvaccinated,274,4192,6511.5,,5740.3,7282.6
Non-COVID-19 deaths,2022,August,80-89,"First dose, less than 21 days ago",<3,2,,,,
Non-COVID-19 deaths,2022,August,80-89,"First dose, at least 21 days ago",72,505,13728.6,,10732.2,17300.4
Non-COVID-19 deaths,2022,August,80-89,"Second dose, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2022,August,80-89,"Second dose, at least 21 days ago",390,3785,10251.0,,9232.5,11269.4
Non-COVID-19 deaths,2022,August,80-89,"Third dose or booster, less than 21 days ago",<3,28,,,,
Non-COVID-19 deaths,2022,August,80-89,"Third dose or booster, at least 21 days ago",11310,180701,6220.9,,6106.3,6335.6
Non-COVID-19 deaths,2022,August,90+,Unvaccinated,178,1051,16936.6,,14539.7,19615.8
Non-COVID-19 deaths,2022,August,90+,"First dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2022,August,90+,"First dose, at least 21 days ago",33,145,22780.7,,15678.5,31993.7
Non-COVID-19 deaths,2022,August,90+,"Second dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2022,August,90+,"Second dose, at least 21 days ago",190,901,21085.9,,18193.9,24306.8
Non-COVID-19 deaths,2022,August,90+,"Third dose or booster, less than 21 days ago",3,8,36175.3,u,7270.6,105698.0
Non-COVID-19 deaths,2022,August,90+,"Third dose or booster, at least 21 days ago",7273,38823,18733.5,,18305.4,19169.1
Non-COVID-19 deaths,2022,September,18-39,Unvaccinated,38,201054,19.8,,14.0,27.3
Non-COVID-19 deaths,2022,September,18-39,"First dose, less than 21 days ago",<3,182,,,,
Non-COVID-19 deaths,2022,September,18-39,"First dose, at least 21 days ago",15,42405,44.8,u,24.7,74.4
Non-COVID-19 deaths,2022,September,18-39,"Second dose, less than 21 days ago",<3,542,,,,
Non-COVID-19 deaths,2022,September,18-39,"Second dose, at least 21 days ago",52,282024,20.1,,15.0,26.4
Non-COVID-19 deaths,2022,September,18-39,"Third dose or booster, less than 21 days ago",<3,1453,,,,
Non-COVID-19 deaths,2022,September,18-39,"Third dose or booster, at least 21 days ago",155,594561,24.3,,20.5,28.2
Non-COVID-19 deaths,2022,September,40-49,Unvaccinated,73,56745,136.9,,107.0,172.5
Non-COVID-19 deaths,2022,September,40-49,"First dose, less than 21 days ago",<3,26,,,,
Non-COVID-19 deaths,2022,September,40-49,"First dose, at least 21 days ago",28,9258,314.4,,207.5,456.1
Non-COVID-19 deaths,2022,September,40-49,"Second dose, less than 21 days ago",<3,68,,,,
Non-COVID-19 deaths,2022,September,40-49,"Second dose, at least 21 days ago",106,85498,129.7,,104.9,154.6
Non-COVID-19 deaths,2022,September,40-49,"Third dose or booster, less than 21 days ago",<3,246,,,,
