cause,year,month,age,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
Non-COVID-19 deaths,2023,February,60-69,"Fourth dose or booster, less than 21 days ago",8,1104,798.7,u,326.7,1604.8
Non-COVID-19 deaths,2023,February,60-69,"Fourth dose or booster, at least 21 days ago",2377,327519,719.5,,690.6,748.5
Non-COVID-19 deaths,2023,February,70-79,Unvaccinated,292,9210,3213.6,,2843.9,3583.2
Non-COVID-19 deaths,2023,February,70-79,"First dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,February,70-79,"First dose, at least 21 days ago",66,1061,6344.3,,4902.3,8076.8
Non-COVID-19 deaths,2023,February,70-79,"Second dose, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2023,February,70-79,"Second dose, at least 21 days ago",337,8654,4002.1,,3571.5,4432.6
Non-COVID-19 deaths,2023,February,70-79,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,February,70-79,"Third dose or booster, at least 21 days ago",1232,31374,4178.8,,3940.0,4417.6
Non-COVID-19 deaths,2023,February,70-79,"Fourth dose or booster, less than 21 days ago",12,354,4103.3,u,1909.9,7492.6
Non-COVID-19 deaths,2023,February,70-79,"Fourth dose or booster, at least 21 days ago",6571,315911,2021.5,,1972.4,2070.6
Non-COVID-19 deaths,2023,February,80-89,Unvaccinated,302,3770,7987.8,,7086.8,8888.9
Non-COVID-19 deaths,2023,February,80-89,"First dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,February,80-89,"First dose, at least 21 days ago",56,439,12511.1,,9444.1,16254.7
Non-COVID-19 deaths,2023,February,80-89,"Second dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,February,80-89,"Second dose, at least 21 days ago",405,3332,12039.9,,10866.2,13213.6
Non-COVID-19 deaths,2023,February,80-89,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,February,80-89,"Third dose or booster, at least 21 days ago",1104,9453,11643.7,,10956.8,12330.6
Non-COVID-19 deaths,2023,February,80-89,"Fourth dose or booster, less than 21 days ago",10,78,12822.2,u,6117.6,23630.6
Non-COVID-19 deaths,2023,February,80-89,"Fourth dose or booster, at least 21 days ago",11083,156478,7048.2,,6917.0,7179.5
Non-COVID-19 deaths,2023,February,90+,Unvaccinated,192,914,21003.7,,18137.5,24194.1
Non-COVID-19 deaths,2023,February,90+,"First dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,February,90+,"First dose, at least 21 days ago",36,123,29340.0,,20546.4,40620.3
Non-COVID-19 deaths,2023,February,90+,"Second dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,February,90+,"Second dose, at least 21 days ago",182,779,23374.9,,20102.0,27028.8
Non-COVID-19 deaths,2023,February,90+,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,February,90+,"Third dose or booster, at least 21 days ago",572,1956,29244.7,,26896.8,31742.6
Non-COVID-19 deaths,2023,February,90+,"Fourth dose or booster, less than 21 days ago",12,25,48737.9,u,25154.6,85141.2
Non-COVID-19 deaths,2023,February,90+,"Fourth dose or booster, at least 21 days ago",7413,33111,22388.1,,21881.3,22903.7
Non-COVID-19 deaths,2023,March,18-39,Unvaccinated,59,209571,29.8,,22.7,38.5
Non-COVID-19 deaths,2023,March,18-39,"First dose, less than 21 days ago",<3,73,,,,
Non-COVID-19 deaths,2023,March,18-39,"First dose, at least 21 days ago",17,45277,44.9,u,25.9,72.1
Non-COVID-19 deaths,2023,March,18-39,"Second dose, less than 21 days ago",<3,128,,,,
Non-COVID-19 deaths,2023,March,18-39,"Second dose, at least 21 days ago",67,298049,24.5,,19.0,31.2
Non-COVID-19 deaths,2023,March,18-39,"Third dose or booster, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2023,March,18-39,"Third dose or booster, at least 21 days ago",98,527589,17.6,,14.3,21.5
Non-COVID-19 deaths,2023,March,18-39,"Fourth dose or booster, less than 21 days ago",<3,56,,,,
Non-COVID-19 deaths,2023,March,18-39,"Fourth dose or booster, at least 21 days ago",76,77669,95.5,,73.2,121.9
Non-COVID-19 deaths,2023,March,40-49,Unvaccinated,70,59956,120.6,,93.7,152.7
Non-COVID-19 deaths,2023,March,40-49,"First dose, less than 21 days ago",<3,9,,,,
Non-COVID-19 deaths,2023,March,40-49,"First dose, at least 21 days ago",23,9666,246.9,,155.2,372.2
Non-COVID-19 deaths,2023,March,40-49,"Second dose, less than 21 days ago",<3,18,,,,
Non-COVID-19 deaths,2023,March,40-49,"Second dose, at least 21 days ago",102,90719,118.2,,95.1,141.4
Non-COVID-19 deaths,2023,March,40-49,"Third dose or booster, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,March,40-49,"Third dose or booster, at least 21 days ago",218,314891,69.6,,60.3,78.8
Non-COVID-19 deaths,2023,March,40-49,"Fourth dose or booster, less than 21 days ago",<3,62,,,,
Non-COVID-19 deaths,2023,March,40-49,"Fourth dose or booster, at least 21 days ago",197,80186,242.5,,208.3,276.7
Non-COVID-19 deaths,2023,March,50-59,Unvaccinated,165,39066,428.9,,363.3,494.4
Non-COVID-19 deaths,2023,March,50-59,"First dose, less than 21 days ago",<3,4,,,,
Non-COVID-19 deaths,2023,March,50-59,"First dose, at least 21 days ago",38,5996,653.8,,462.1,898.2
Non-COVID-19 deaths,2023,March,50-59,"Second dose, less than 21 days ago",<3,8,,,,
Non-COVID-19 deaths,2023,March,50-59,"Second dose, at least 21 days ago",254,57957,450.2,,394.6,505.8
Non-COVID-19 deaths,2023,March,50-59,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,March,50-59,"Third dose or booster, at least 21 days ago",554,186574,299.8,,274.8,324.8
Non-COVID-19 deaths,2023,March,50-59,"Fourth dose or booster, less than 21 days ago",<3,80,,,,
Non-COVID-19 deaths,2023,March,50-59,"Fourth dose or booster, at least 21 days ago",923,322428,276.5,,258.5,294.5
Non-COVID-19 deaths,2023,March,60-69,Unvaccinated,230,21459,1131.3,,983.3,1279.3
Non-COVID-19 deaths,2023,March,60-69,"First dose, less than 21 days ago",<3,2,,,,
Non-COVID-19 deaths,2023,March,60-69,"First dose, at least 21 days ago",76,2864,2787.1,,2184.4,3502.2
Non-COVID-19 deaths,2023,March,60-69,"Second dose, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2023,March,60-69,"Second dose, at least 21 days ago",367,26878,1466.0,,1312.5,1619.5
Non-COVID-19 deaths,2023,March,60-69,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,March,60-69,"Third dose or booster, at least 21 days ago",956,96186,1082.4,,1011.8,1153.0
Non-COVID-19 deaths,2023,March,60-69,"Fourth dose or booster, less than 21 days ago",<3,40,,,,
Non-COVID-19 deaths,2023,March,60-69,"Fourth dose or booster, at least 21 days ago",2638,363985,719.3,,691.9,746.8
Non-COVID-19 deaths,2023,March,70-79,Unvaccinated,275,10237,2740.8,,2416.0,3065.6
Non-COVID-19 deaths,2023,March,70-79,"First dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,March,70-79,"First dose, at least 21 days ago",53,1176,4576.6,,3425.0,5990.1
Non-COVID-19 deaths,2023,March,70-79,"Second dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,March,70-79,"Second dose, at least 21 days ago",406,9623,4319.0,,3895.6,4742.3
Non-COVID-19 deaths,2023,March,70-79,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,March,70-79,"Third dose or booster, at least 21 days ago",1320,34824,3975.5,,3756.3,4194.7
Non-COVID-19 deaths,2023,March,70-79,"Fourth dose or booster, less than 21 days ago",<3,15,,,,
Non-COVID-19 deaths,2023,March,70-79,"Fourth dose or booster, at least 21 days ago",7189,350243,1994.4,,1948.1,2040.7
Non-COVID-19 deaths,2023,March,80-89,Unvaccinated,307,4173,7327.8,,6508.0,8147.7
Non-COVID-19 deaths,2023,March,80-89,"First dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,March,80-89,"First dose, at least 21 days ago",55,484,11123.7,,8374.8,14485.3
Non-COVID-19 deaths,2023,March,80-89,"Second dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,March,80-89,"Second dose, at least 21 days ago",363,3685,9762.1,,8756.9,10767.2
Non-COVID-19 deaths,2023,March,80-89,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,March,80-89,"Third dose or booster, at least 21 days ago",1197,10429,11440.6,,10792.4,12088.7
Non-COVID-19 deaths,2023,March,80-89,"Fourth dose or booster, less than 21 days ago",<3,4,,,,
Non-COVID-19 deaths,2023,March,80-89,"Fourth dose or booster, at least 21 days ago",12126,173760,6945.1,,6821.5,7068.7
Non-COVID-19 deaths,2023,March,90+,Unvaccinated,208,1007,20658.4,,17946.0,23664.9
Non-COVID-19 deaths,2023,March,90+,"First dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,March,90+,"First dose, at least 21 days ago",48,136,35396.0,,26095.9,46931.2
Non-COVID-19 deaths,2023,March,90+,"Second dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,March,90+,"Second dose, at least 21 days ago",210,860,24417.3,,21226.1,27952.7
Non-COVID-19 deaths,2023,March,90+,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,March,90+,"Third dose or booster, at least 21 days ago",539,2151,25053.3,,22982.5,27260.5
Non-COVID-19 deaths,2023,March,90+,"Fourth dose or booster, less than 21 days ago",<3,2,,,,
Non-COVID-19 deaths,2023,March,90+,"Fourth dose or booster, at least 21 days ago",8204,36672,22371.0,,21889.5,22860.4
Non-COVID-19 deaths,2023,April,18-39,Unvaccinated,45,203177,23.7,,17.2,31.8
Non-COVID-19 deaths,2023,April,18-39,"First dose, less than 21 days ago",<3,25,,,,
Non-COVID-19 deaths,2023,April,18-39,"First dose, at least 21 days ago",14,44200,42.7,u,23.0,72.2
Non-COVID-19 deaths,2023,April,18-39,"Second dose, less than 21 days ago",<3,53,,,,
Non-COVID-19 deaths,2023,April,18-39,"Second dose, at least 21 days ago",54,289220,19.1,,14.3,24.9
Non-COVID-19 deaths,2023,April,18-39,"Third dose or booster, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,April,18-39,"Third dose or booster, at least 21 days ago",70,508826,13.1,,10.2,16.5
Non-COVID-19 deaths,2023,April,18-39,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,18-39,"Fourth dose or booster, at least 21 days ago",67,74785,80.9,,60.9,104.9
Non-COVID-19 deaths,2023,April,40-49,Unvaccinated,77,58267,135.6,,106.7,169.9
Non-COVID-19 deaths,2023,April,40-49,"First dose, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2023,April,40-49,"First dose, at least 21 days ago",19,9395,217.7,u,130.0,341.5
Non-COVID-19 deaths,2023,April,40-49,"Second dose, less than 21 days ago",<3,8,,,,
Non-COVID-19 deaths,2023,April,40-49,"Second dose, at least 21 days ago",86,88118,101.1,,80.7,125.0
Non-COVID-19 deaths,2023,April,40-49,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,40-49,"Third dose or booster, at least 21 days ago",221,304494,73.1,,63.4,82.7
Non-COVID-19 deaths,2023,April,40-49,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,40-49,"Fourth dose or booster, at least 21 days ago",159,77028,206.7,,174.3,239.1
Non-COVID-19 deaths,2023,April,50-59,Unvaccinated,142,37902,382.7,,319.7,445.8
Non-COVID-19 deaths,2023,April,50-59,"First dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,April,50-59,"First dose, at least 21 days ago",51,5820,889.4,,661.4,1170.3
Non-COVID-19 deaths,2023,April,50-59,"Second dose, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2023,April,50-59,"Second dose, at least 21 days ago",196,56336,357.1,,307.0,407.3
Non-COVID-19 deaths,2023,April,50-59,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,50-59,"Third dose or booster, at least 21 days ago",509,181956,285.1,,260.3,309.9
Non-COVID-19 deaths,2023,April,50-59,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,50-59,"Fourth dose or booster, at least 21 days ago",821,309801,255.8,,238.2,273.5
Non-COVID-19 deaths,2023,April,60-69,Unvaccinated,226,20913,1123.6,,975.2,1271.9
Non-COVID-19 deaths,2023,April,60-69,"First dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,April,60-69,"First dose, at least 21 days ago",52,2794,1967.8,,1460.3,2592.1
Non-COVID-19 deaths,2023,April,60-69,"Second dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,April,60-69,"Second dose, at least 21 days ago",323,26249,1331.9,,1183.3,1480.5
Non-COVID-19 deaths,2023,April,60-69,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,60-69,"Third dose or booster, at least 21 days ago",880,93899,1015.3,,946.3,1084.3
Non-COVID-19 deaths,2023,April,60-69,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,60-69,"Fourth dose or booster, at least 21 days ago",2392,352285,674.0,,647.0,701.1
Non-COVID-19 deaths,2023,April,70-79,Unvaccinated,260,9948,2650.5,,2327.5,2973.6
Non-COVID-19 deaths,2023,April,70-79,"First dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,70-79,"First dose, at least 21 days ago",54,1142,4795.4,,3599.2,6261.0
Non-COVID-19 deaths,2023,April,70-79,"Second dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,April,70-79,"Second dose, at least 21 days ago",391,9359,4323.6,,3891.8,4755.4
Non-COVID-19 deaths,2023,April,70-79,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,70-79,"Third dose or booster, at least 21 days ago",1199,33916,3798.7,,3579.3,4018.0
Non-COVID-19 deaths,2023,April,70-79,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,70-79,"Fourth dose or booster, at least 21 days ago",6629,339101,1900.0,,1854.0,1946.0
Non-COVID-19 deaths,2023,April,80-89,Unvaccinated,293,4043,7216.5,,6390.0,8043.0
Non-COVID-19 deaths,2023,April,80-89,"First dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,80-89,"First dose, at least 21 days ago",51,467,10665.9,,7937.0,14029.4
Non-COVID-19 deaths,2023,April,80-89,"Second dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,80-89,"Second dose, at least 21 days ago",345,3566,9575.3,,8564.0,10586.6
Non-COVID-19 deaths,2023,April,80-89,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,80-89,"Third dose or booster, at least 21 days ago",984,10101,9714.3,,9107.2,10321.3
Non-COVID-19 deaths,2023,April,80-89,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,80-89,"Fourth dose or booster, at least 21 days ago",10903,168796,6427.5,,6306.9,6548.2
Non-COVID-19 deaths,2023,April,90+,Unvaccinated,177,972,18218.1,,15632.8,21108.8
Non-COVID-19 deaths,2023,April,90+,"First dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,90+,"First dose, at least 21 days ago",35,129,27130.8,,18894.7,37733.7
Non-COVID-19 deaths,2023,April,90+,"Second dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,90+,"Second dose, at least 21 days ago",186,833,22323.9,,19230.6,25773.0
Non-COVID-19 deaths,2023,April,90+,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,90+,"Third dose or booster, at least 21 days ago",542,2077,26094.1,,23943.2,28386.4
Non-COVID-19 deaths,2023,April,90+,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,April,90+,"Fourth dose or booster, at least 21 days ago",7231,35577,20324.8,,19859.0,20798.8
Non-COVID-19 deaths,2023,May,18-39,Unvaccinated,45,210393,22.9,,16.6,30.7
Non-COVID-19 deaths,2023,May,18-39,"First dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,18-39,"First dose, at least 21 days ago",11,46083,33.9,u,16.8,61.0
Non-COVID-19 deaths,2023,May,18-39,"Second dose, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2023,May,18-39,"Second dose, at least 21 days ago",55,299562,20.0,,15.1,26.1
Non-COVID-19 deaths,2023,May,18-39,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,18-39,"Third dose or booster, at least 21 days ago",81,524042,14.6,,11.6,18.2
Non-COVID-19 deaths,2023,May,18-39,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,18-39,"Fourth dose or booster, at least 21 days ago",68,76837,84.7,,64.0,109.6
Non-COVID-19 deaths,2023,May,40-49,Unvaccinated,58,60464,100.9,,76.3,130.7
Non-COVID-19 deaths,2023,May,40-49,"First dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,40-49,"First dose, at least 21 days ago",17,9757,192.2,u,111.1,308.9
Non-COVID-19 deaths,2023,May,40-49,"Second dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,40-49,"Second dose, at least 21 days ago",85,91395,96.8,,77.1,119.9
Non-COVID-19 deaths,2023,May,40-49,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,40-49,"Third dose or booster, at least 21 days ago",173,314525,55.3,,47.0,63.5
Non-COVID-19 deaths,2023,May,40-49,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,40-49,"Fourth dose or booster, at least 21 days ago",148,79122,179.0,,150.0,208.1
Non-COVID-19 deaths,2023,May,50-59,Unvaccinated,142,39266,369.2,,308.4,430.0
Non-COVID-19 deaths,2023,May,50-59,"First dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,50-59,"First dose, at least 21 days ago",22,6030,374.0,,233.9,566.9
Non-COVID-19 deaths,2023,May,50-59,"Second dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,50-59,"Second dose, at least 21 days ago",209,58438,365.0,,315.3,414.7
Non-COVID-19 deaths,2023,May,50-59,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,50-59,"Third dose or booster, at least 21 days ago",490,189366,262.2,,239.0,285.5
Non-COVID-19 deaths,2023,May,50-59,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,50-59,"Fourth dose or booster, at least 21 days ago",770,317824,234.6,,217.9,251.3
Non-COVID-19 deaths,2023,May,60-69,Unvaccinated,187,21746,894.6,,764.8,1024.5
Non-COVID-19 deaths,2023,May,60-69,"First dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,60-69,"First dose, at least 21 days ago",45,2907,1759.6,,1277.0,2362.5
Non-COVID-19 deaths,2023,May,60-69,"Second dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,60-69,"Second dose, at least 21 days ago",329,27330,1280.2,,1138.6,1421.9
Non-COVID-19 deaths,2023,May,60-69,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,60-69,"Third dose or booster, at least 21 days ago",868,97775,965.2,,899.2,1031.2
Non-COVID-19 deaths,2023,May,60-69,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,60-69,"Fourth dose or booster, at least 21 days ago",2328,363951,635.1,,609.3,660.9
Non-COVID-19 deaths,2023,May,70-79,Unvaccinated,270,10323,2646.4,,2329.9,2962.9
Non-COVID-19 deaths,2023,May,70-79,"First dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,70-79,"First dose, at least 21 days ago",63,1184,5464.1,,4195.5,6994.8
Non-COVID-19 deaths,2023,May,70-79,"Second dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,May,70-79,"Second dose, at least 21 days ago",327,9719,3463.3,,3085.2,3841.5
