ed,cause,month,age,status,dead,pop,asmr,unreliable,asmrlow,asmrhigh
9,Non-COVID-19 deaths,2021-12,Total,Unvaccinated,1992,623536,1496.7,,1424.9,1568.5
9,Non-COVID-19 deaths,2021-12,Total,"First dose, less than 21 days ago",17,26495,1327.4,u,672.3,2270.6
9,Non-COVID-19 deaths,2021-12,Total,"First dose, at least 21 days ago",779,207117,3756.1,,3462.6,4049.6
9,Non-COVID-19 deaths,2021-12,Total,"Second dose, less than 21 days ago",43,36165,1560.4,,1069.3,2177
9,Non-COVID-19 deaths,2021-12,Total,"Second dose, between 21 days and 6 months ago",1268,779974,2326.2,,2148.5,2503.9
9,Non-COVID-19 deaths,2021-12,Total,"Second dose, at least 6 months ago",11594,397806,4400.2,,4315.8,4484.6
9,Non-COVID-19 deaths,2021-12,Total,"Third dose or booster, less than 21 days ago",3431,661108,1007.2,,970.3,1044
9,Non-COVID-19 deaths,2021-12,Total,"Third dose or booster, at least 21 days ago",24069,1163523,835,,819.6,850.5
9,Non-COVID-19 deaths,2021-12,Total,"Fourth dose or booster, less than 21 days ago",6,195,,,,
9,Non-COVID-19 deaths,2021-12,Total,"Fourth dose or booster, at least 21 days ago",7,203,,,,
9,Non-COVID-19 deaths,2021-12,Total,Ever vaccinated,41214,3272584,1080.7,,1070.2,1091.2
9,Non-COVID-19 deaths,2022-01,Total,Unvaccinated,1776,594245,1373.9,,1304.3,1443.5
9,Non-COVID-19 deaths,2022-01,Total,"First dose, less than 21 days ago",23,22061,2237,,1236.4,3604.8
9,Non-COVID-19 deaths,2022-01,Total,"First dose, at least 21 days ago",618,189141,3246.6,,2962.4,3530.8
9,Non-COVID-19 deaths,2022-01,Total,"Second dose, less than 21 days ago",37,38215,1823.2,,1188.5,2634.8
9,Non-COVID-19 deaths,2022-01,Total,"Second dose, between 21 days and 6 months ago",542,366383,2325.7,,2071.2,2580.2
9,Non-COVID-19 deaths,2022-01,Total,"Second dose, at least 6 months ago",5886,273989,4324.3,,3708.1,4940.5
9,Non-COVID-19 deaths,2022-01,Total,"Third dose or booster, less than 21 days ago",1075,295216,1652.8,,1544,1761.5
9,Non-COVID-19 deaths,2022-01,Total,"Third dose or booster, at least 21 days ago",29771,2117319,848.8,,838.9,858.7
9,Non-COVID-19 deaths,2022-01,Total,"Fourth dose or booster, less than 21 days ago",4,170,,,,
9,Non-COVID-19 deaths,2022-01,Total,"Fourth dose or booster, at least 21 days ago",15,508,1711.5,u,947.8,2837.8
9,Non-COVID-19 deaths,2022-01,Total,Ever vaccinated,37971,3303001,994.6,,984.5,1004.6
9,Non-COVID-19 deaths,2022-02,Total,Unvaccinated,1503,522410,1279.8,,1209.2,1350.5
9,Non-COVID-19 deaths,2022-02,Total,"First dose, less than 21 days ago",12,11453,1898.6,u,671.2,3795.1
9,Non-COVID-19 deaths,2022-02,Total,"First dose, at least 21 days ago",456,152027,2587.8,,2319,2856.6
9,Non-COVID-19 deaths,2022-02,Total,"Second dose, less than 21 days ago",10,31125,1282.2,u,576.9,2419.1
9,Non-COVID-19 deaths,2022-02,Total,"Second dose, between 21 days and 6 months ago",329,257393,1917.8,,1649.1,2186.5
9,Non-COVID-19 deaths,2022-02,Total,"Second dose, at least 6 months ago",3552,288650,2960.1,,2856.4,3063.7
9,Non-COVID-19 deaths,2022-02,Total,"Third dose or booster, less than 21 days ago",202,41867,1894.1,,1615,2173.2
9,Non-COVID-19 deaths,2022-02,Total,"Third dose or booster, at least 21 days ago",28950,2215777,884.9,,874.6,895.3
9,Non-COVID-19 deaths,2022-02,Total,"Fourth dose or booster, less than 21 days ago",2,93,,,,
9,Non-COVID-19 deaths,2022-02,Total,"Fourth dose or booster, at least 21 days ago",13,658,1331.5,u,706.7,2280.3
9,Non-COVID-19 deaths,2022-02,Total,Ever vaccinated,33526,2999043,970.2,,959.8,980.6
9,Non-COVID-19 deaths,2022-03,Total,Unvaccinated,1618,573487,1261.5,,1194.7,1328.4
9,Non-COVID-19 deaths,2022-03,Total,"First dose, less than 21 days ago",12,5893,4702.5,u,2031.4,8830
9,Non-COVID-19 deaths,2022-03,Total,"First dose, at least 21 days ago",451,154431,2267.6,,2026.2,2509
9,Non-COVID-19 deaths,2022-03,Total,"Second dose, less than 21 days ago",11,20064,1081.4,u,434,2101.8
9,Non-COVID-19 deaths,2022-03,Total,"Second dose, between 21 days and 6 months ago",299,232387,2140.1,,1844.4,2435.8
9,Non-COVID-19 deaths,2022-03,Total,"Second dose, at least 6 months ago",3290,380312,2544.4,,2450.7,2638.1
9,Non-COVID-19 deaths,2022-03,Total,"Third dose or booster, less than 21 days ago",99,23962,1922.1,,1547.7,2356.8
9,Non-COVID-19 deaths,2022-03,Total,"Third dose or booster, at least 21 days ago",32568,2499874,905.5,,895.6,915.5
9,Non-COVID-19 deaths,2022-03,Total,"Fourth dose or booster, less than 21 days ago",89,8666,294,,167.4,442.1
9,Non-COVID-19 deaths,2022-03,Total,"Fourth dose or booster, at least 21 days ago",28,866,2516,,1668.4,3640.8
9,Non-COVID-19 deaths,2022-03,Total,Ever vaccinated,36847,3326454,961.2,,951.4,971.1
9,Non-COVID-19 deaths,2022-04,Total,Unvaccinated,1457,553335,1170.2,,1104.6,1235.7
9,Non-COVID-19 deaths,2022-04,Total,"First dose, less than 21 days ago",5,3930,,,,
9,Non-COVID-19 deaths,2022-04,Total,"First dose, at least 21 days ago",436,135285,2413.3,,2155,2671.7
9,Non-COVID-19 deaths,2022-04,Total,"Second dose, less than 21 days ago",13,14228,2705.9,u,1298.6,4842.9
9,Non-COVID-19 deaths,2022-04,Total,"Second dose, between 21 days and 6 months ago",249,201954,2223.6,,1886,2561.3
9,Non-COVID-19 deaths,2022-04,Total,"Second dose, at least 6 months ago",2665,391903,2199.5,,2108.5,2290.4
9,Non-COVID-19 deaths,2022-04,Total,"Third dose or booster, less than 21 days ago",85,17070,1503.5,,1180.3,1883.3
9,Non-COVID-19 deaths,2022-04,Total,"Third dose or booster, at least 21 days ago",29299,2310727,1136.7,,1123.5,1149.9
9,Non-COVID-19 deaths,2022-04,Total,"Fourth dose or booster, less than 21 days ago",2178,112462,817.8,,505.2,1130.5
9,Non-COVID-19 deaths,2022-04,Total,"Fourth dose or booster, at least 21 days ago",838,34415,1079.4,,856.8,1301.9
9,Non-COVID-19 deaths,2022-04,Total,Ever vaccinated,35768,3221974,962,,952,972
9,Non-COVID-19 deaths,2022-05,Total,Unvaccinated,1416,571709,1086.2,,1024.4,1148.1
9,Non-COVID-19 deaths,2022-05,Total,"First dose, less than 21 days ago",4,2812,,,,
9,Non-COVID-19 deaths,2022-05,Total,"First dose, at least 21 days ago",404,130012,2183,,1938.6,2427.5
9,Non-COVID-19 deaths,2022-05,Total,"Second dose, less than 21 days ago",12,10094,2753.8,u,1223.8,5118.1
9,Non-COVID-19 deaths,2022-05,Total,"Second dose, between 21 days and 6 months ago",172,194666,1822.9,,1482.4,2163.5
9,Non-COVID-19 deaths,2022-05,Total,"Second dose, at least 6 months ago",2305,415916,1887.4,,1802,1972.8
9,Non-COVID-19 deaths,2022-05,Total,"Third dose or booster, less than 21 days ago",113,15495,2246.7,,1765.1,2728.3
9,Non-COVID-19 deaths,2022-05,Total,"Third dose or booster, at least 21 days ago",23338,2264840,1476.7,,1439.3,1514
9,Non-COVID-19 deaths,2022-05,Total,"Fourth dose or booster, less than 21 days ago",2786,91444,1108.3,,927.3,1289.3
9,Non-COVID-19 deaths,2022-05,Total,"Fourth dose or booster, at least 21 days ago",6270,205295,1354.4,,1196.3,1512.6
9,Non-COVID-19 deaths,2022-05,Total,Ever vaccinated,35404,3330575,918.7,,909.1,928.3
9,Non-COVID-19 deaths,2022-06,Total,Unvaccinated,1371,555271,1063.1,,1001,1125.2
9,Non-COVID-19 deaths,2022-06,Total,"First dose, less than 21 days ago",3,1523,,,,
9,Non-COVID-19 deaths,2022-06,Total,"First dose, at least 21 days ago",330,119141,1890.5,,1657.8,2123.2
9,Non-COVID-19 deaths,2022-06,Total,"Second dose, less than 21 days ago",7,6689,,,,
9,Non-COVID-19 deaths,2022-06,Total,"Second dose, between 21 days and 6 months ago",126,163016,1706,,1322.3,2089.7
9,Non-COVID-19 deaths,2022-06,Total,"Second dose, at least 6 months ago",2044,425139,1742.6,,1657.7,1827.6
9,Non-COVID-19 deaths,2022-06,Total,"Third dose or booster, less than 21 days ago",70,10095,2515.4,,1869.6,3287.2
9,Non-COVID-19 deaths,2022-06,Total,"Third dose or booster, at least 21 days ago",18187,2150815,1604.3,,1577.5,1631
9,Non-COVID-19 deaths,2022-06,Total,"Fourth dose or booster, less than 21 days ago",1388,34589,975.5,,836.3,1114.7
9,Non-COVID-19 deaths,2022-06,Total,"Fourth dose or booster, at least 21 days ago",12245,311759,2354.9,,758.7,3951
9,Non-COVID-19 deaths,2022-06,Total,Ever vaccinated,34400,3222767,920,,910.2,929.7
9,Non-COVID-19 deaths,2022-07,Total,Unvaccinated,1527,576360,1174.8,,1110.4,1239.2
9,Non-COVID-19 deaths,2022-07,Total,"First dose, less than 21 days ago",0,1225,,,,
9,Non-COVID-19 deaths,2022-07,Total,"First dose, at least 21 days ago",381,115204,2081.5,,1841,2322.1
9,Non-COVID-19 deaths,2022-07,Total,"Second dose, less than 21 days ago",1,7197,,,,
9,Non-COVID-19 deaths,2022-07,Total,"Second dose, between 21 days and 6 months ago",94,128401,2070.3,,1590.9,2629.2
9,Non-COVID-19 deaths,2022-07,Total,"Second dose, at least 6 months ago",1982,475400,1606.9,,1526.5,1687.4
9,Non-COVID-19 deaths,2022-07,Total,"Third dose or booster, less than 21 days ago",34,9406,1936.8,,1280.1,2785.6
9,Non-COVID-19 deaths,2022-07,Total,"Third dose or booster, at least 21 days ago",16082,2204496,1578.8,,1549.5,1608.1
9,Non-COVID-19 deaths,2022-07,Total,"Fourth dose or booster, less than 21 days ago",659,19065,1120.5,,955,1285.9
9,Non-COVID-19 deaths,2022-07,Total,"Fourth dose or booster, at least 21 days ago",16604,368781,2265.2,,1175.1,3355.3
9,Non-COVID-19 deaths,2022-07,Total,Ever vaccinated,35837,3329175,925.3,,915.7,934.9
9,Non-COVID-19 deaths,2022-08,Total,Unvaccinated,1395,579459,1049.6,,988.9,1110.3
9,Non-COVID-19 deaths,2022-08,Total,"First dose, less than 21 days ago",0,925,,,,
9,Non-COVID-19 deaths,2022-08,Total,"First dose, at least 21 days ago",341,110337,1830.8,,1606.7,2054.9
9,Non-COVID-19 deaths,2022-08,Total,"Second dose, less than 21 days ago",1,4026,,,,
9,Non-COVID-19 deaths,2022-08,Total,"Second dose, between 21 days and 6 months ago",68,88137,2160.6,,1591.1,2843
9,Non-COVID-19 deaths,2022-08,Total,"Second dose, at least 6 months ago",1797,514981,1448.6,,1372.1,1525.2
9,Non-COVID-19 deaths,2022-08,Total,"Third dose or booster, less than 21 days ago",5,6606,,,,
9,Non-COVID-19 deaths,2022-08,Total,"Third dose or booster, at least 21 days ago",14101,2205612,1382.4,,1354.4,1410.5
9,Non-COVID-19 deaths,2022-08,Total,"Fourth dose or booster, less than 21 days ago",163,5739,1011.8,,802.5,1221.1
9,Non-COVID-19 deaths,2022-08,Total,"Fourth dose or booster, at least 21 days ago",18339,391385,1763.7,,1661.9,1865.5
9,Non-COVID-19 deaths,2022-08,Total,Ever vaccinated,34815,3327749,896.3,,886.8,905.7
9,Non-COVID-19 deaths,2022-09,Total,Unvaccinated,1302,564391,1032.5,,971.3,1093.7
9,Non-COVID-19 deaths,2022-09,Total,"First dose, less than 21 days ago",1,513,,,,
9,Non-COVID-19 deaths,2022-09,Total,"First dose, at least 21 days ago",319,105398,1779.8,,1553.4,2006.2
9,Non-COVID-19 deaths,2022-09,Total,"Second dose, less than 21 days ago",2,1609,,,,
9,Non-COVID-19 deaths,2022-09,Total,"Second dose, between 21 days and 6 months ago",41,61896,1969.7,,1362.6,2736.4
9,Non-COVID-19 deaths,2022-09,Total,"Second dose, at least 6 months ago",1816,521986,1513.1,,1433.6,1592.7
9,Non-COVID-19 deaths,2022-09,Total,"Third dose or booster, less than 21 days ago",4,2473,,,,
9,Non-COVID-19 deaths,2022-09,Total,"Third dose or booster, at least 21 days ago",12780,2089420,1360.9,,1328.9,1392.9
9,Non-COVID-19 deaths,2022-09,Total,"Fourth dose or booster, less than 21 days ago",389,50993,727.3,,646.1,808.5
9,Non-COVID-19 deaths,2022-09,Total,"Fourth dose or booster, at least 21 days ago",19096,384162,1876.3,,1768.6,1984.1
9,Non-COVID-19 deaths,2022-09,Total,Ever vaccinated,34448,3218450,913.6,,903.9,923.3
9,Non-COVID-19 deaths,2022-10,Total,Unvaccinated,1430,587227,1096.7,,1034.6,1158.8
9,Non-COVID-19 deaths,2022-10,Total,"First dose, less than 21 days ago",1,447,,,,
9,Non-COVID-19 deaths,2022-10,Total,"First dose, at least 21 days ago",355,107765,2035.7,,1796,2275.3
9,Non-COVID-19 deaths,2022-10,Total,"Second dose, less than 21 days ago",1,1344,,,,
9,Non-COVID-19 deaths,2022-10,Total,"Second dose, between 21 days and 6 months ago",39,45216,2618.9,,1772.5,3694.2
9,Non-COVID-19 deaths,2022-10,Total,"Second dose, at least 6 months ago",1891,559485,1549.5,,1470.2,1628.9
9,Non-COVID-19 deaths,2022-10,Total,"Third dose or booster, less than 21 days ago",6,389,,,,
9,Non-COVID-19 deaths,2022-10,Total,"Third dose or booster, at least 21 days ago",11403,1745502,1680.7,,1641.8,1719.6
9,Non-COVID-19 deaths,2022-10,Total,"Fourth dose or booster, less than 21 days ago",1476,325637,696.7,,651.9,741.5
9,Non-COVID-19 deaths,2022-10,Total,"Fourth dose or booster, at least 21 days ago",23415,537431,1201.7,,1154,1249.3
9,Non-COVID-19 deaths,2022-10,Total,Ever vaccinated,38587,3323217,989.2,,979.3,999.1
9,Non-COVID-19 deaths,2022-11,Total,Unvaccinated,1410,572249,1129.4,,1065.1,1193.8
9,Non-COVID-19 deaths,2022-11,Total,"First dose, less than 21 days ago",2,370,,,,
9,Non-COVID-19 deaths,2022-11,Total,"First dose, at least 21 days ago",350,103454,2037.4,,1793,2281.8
9,Non-COVID-19 deaths,2022-11,Total,"Second dose, less than 21 days ago",0,993,,,,
9,Non-COVID-19 deaths,2022-11,Total,"Second dose, between 21 days and 6 months ago",27,31383,2397.8,,1452.8,3658.5
9,Non-COVID-19 deaths,2022-11,Total,"Second dose, at least 6 months ago",1882,555277,1534.8,,1455.3,1614.4
9,Non-COVID-19 deaths,2022-11,Total,"Third dose or booster, less than 21 days ago",1,125,,,,
9,Non-COVID-19 deaths,2022-11,Total,"Third dose or booster, at least 21 days ago",8311,1300249,1971.5,,1921.1,2021.9
9,Non-COVID-19 deaths,2022-11,Total,"Fourth dose or booster, less than 21 days ago",870,238310,700,,638.4,761.6
9,Non-COVID-19 deaths,2022-11,Total,"Fourth dose or booster, at least 21 days ago",26060,983274,934.5,,913.2,955.7
9,Non-COVID-19 deaths,2022-11,Total,Ever vaccinated,37503,3213434,992.4,,982.3,1002.5
9,Non-COVID-19 deaths,2022-12,Total,Unvaccinated,1923,595337,1537.6,,1463.3,1611.8
9,Non-COVID-19 deaths,2022-12,Total,"First dose, less than 21 days ago",2,216,,,,
9,Non-COVID-19 deaths,2022-12,Total,"First dose, at least 21 days ago",426,106474,2640.5,,2361.4,2919.6
9,Non-COVID-19 deaths,2022-12,Total,"Second dose, less than 21 days ago",2,609,,,,
9,Non-COVID-19 deaths,2022-12,Total,"Second dose, between 21 days and 6 months ago",23,23405,2841.5,,1688.4,4418
9,Non-COVID-19 deaths,2022-12,Total,"Second dose, at least 6 months ago",2495,583915,2085.5,,1993.3,2177.7
9,Non-COVID-19 deaths,2022-12,Total,"Third dose or booster, less than 21 days ago",1,53,,,,
9,Non-COVID-19 deaths,2022-12,Total,"Third dose or booster, at least 21 days ago",8221,1223951,2249.5,,2192.6,2306.4
9,Non-COVID-19 deaths,2022-12,Total,"Fourth dose or booster, less than 21 days ago",425,60636,1438.1,,1271.3,1604.9
9,Non-COVID-19 deaths,2022-12,Total,"Fourth dose or booster, at least 21 days ago",38867,1317976,1233.6,,1201.9,1265.4
9,Non-COVID-19 deaths,2022-12,Total,Ever vaccinated,50462,3317234,1291.9,,1280.6,1303.2
9,Non-COVID-19 deaths,2023-01,Total,Unvaccinated,1630,599498,1315.4,,1246.5,1384.3
9,Non-COVID-19 deaths,2023-01,Total,"First dose, less than 21 days ago",0,198,,,,
9,Non-COVID-19 deaths,2023-01,Total,"First dose, at least 21 days ago",376,106121,2245.8,,1990.5,2501
9,Non-COVID-19 deaths,2023-01,Total,"Second dose, less than 21 days ago",2,440,,,,
9,Non-COVID-19 deaths,2023-01,Total,"Second dose, between 21 days and 6 months ago",13,13758,1656.1,u,676,3144.4
9,Non-COVID-19 deaths,2023-01,Total,"Second dose, at least 6 months ago",2091,594117,1755.2,,1670.3,1840
9,Non-COVID-19 deaths,2023-01,Total,"Third dose or booster, less than 21 days ago",1,28,,,,
9,Non-COVID-19 deaths,2023-01,Total,"Third dose or booster, at least 21 days ago",6354,1198699,1799.2,,1748.8,1849.5
9,Non-COVID-19 deaths,2023-01,Total,"Fourth dose or booster, less than 21 days ago",88,13228,1650.9,,1260.7,2108.3
9,Non-COVID-19 deaths,2023-01,Total,"Fourth dose or booster, at least 21 days ago",36162,1386461,1108.3,,1094.2,1122.4
9,Non-COVID-19 deaths,2023-01,Total,Ever vaccinated,45087,3313048,1156.2,,1145.5,1166.9
9,Non-COVID-19 deaths,2023-02,Total,Unvaccinated,1307,545170,1177.1,,1108.6,1245.7
9,Non-COVID-19 deaths,2023-02,Total,"First dose, less than 21 days ago",0,183,,,,
9,Non-COVID-19 deaths,2023-02,Total,"First dose, at least 21 days ago",272,95517,1934,,1681.1,2187
9,Non-COVID-19 deaths,2023-02,Total,"Second dose, less than 21 days ago",0,427,,,,
9,Non-COVID-19 deaths,2023-02,Total,"Second dose, between 21 days and 6 months ago",7,7247,,,,
9,Non-COVID-19 deaths,2023-02,Total,"Second dose, at least 6 months ago",1612,542182,1476.8,,1395.5,1558.2
9,Non-COVID-19 deaths,2023-02,Total,"Third dose or booster, less than 21 days ago",0,38,,,,
9,Non-COVID-19 deaths,2023-02,Total,"Third dose or booster, at least 21 days ago",4790,1072016,1512.5,,1460.6,1564.4
9,Non-COVID-19 deaths,2023-02,Total,"Fourth dose or booster, less than 21 days ago",51,6464,1702.4,,1195.6,2327.1
9,Non-COVID-19 deaths,2023-02,Total,"Fourth dose or booster, at least 21 days ago",28469,1265514,975.6,,959.4,991.9
9,Non-COVID-19 deaths,2023-02,Total,Ever vaccinated,35201,2989587,997.1,,986.7,1007.6
9,Non-COVID-19 deaths,2023-03,Total,Unvaccinated,1331,607307,1072.7,,1010.5,1135
9,Non-COVID-19 deaths,2023-03,Total,"First dose, less than 21 days ago",1,143,,,,
9,Non-COVID-19 deaths,2023-03,Total,"First dose, at least 21 days ago",311,105554,1862.3,,1631.4,2093.2
9,Non-COVID-19 deaths,2023-03,Total,"Second dose, less than 21 days ago",0,309,,,,
9,Non-COVID-19 deaths,2023-03,Total,"Second dose, between 21 days and 6 months ago",6,6008,,,,
9,Non-COVID-19 deaths,2023-03,Total,"Second dose, at least 6 months ago",1770,602758,1425.2,,1349.8,1500.5
9,Non-COVID-19 deaths,2023-03,Total,"Third dose or booster, less than 21 days ago",0,8,,,,
9,Non-COVID-19 deaths,2023-03,Total,"Third dose or booster, at least 21 days ago",4884,1185013,1392.2,,1347.7,1436.7
9,Non-COVID-19 deaths,2023-03,Total,"Fourth dose or booster, less than 21 days ago",1,261,,,,
9,Non-COVID-19 deaths,2023-03,Total,"Fourth dose or booster, at least 21 days ago",31355,1406812,979.4,,950.1,1008.7
9,Non-COVID-19 deaths,2023-03,Total,Ever vaccinated,38328,3306865,979.8,,970,989.7
9,Non-COVID-19 deaths,2023-04,Total,Unvaccinated,1234,591804,1023.8,,962.2,1085.5
9,Non-COVID-19 deaths,2023-04,Total,"First dose, less than 21 days ago",0,43,,,,
9,Non-COVID-19 deaths,2023-04,Total,"First dose, at least 21 days ago",279,102138,1696.9,,1472.3,1921.5
9,Non-COVID-19 deaths,2023-04,Total,"Second dose, less than 21 days ago",0,94,,,,
9,Non-COVID-19 deaths,2023-04,Total,"Second dose, between 21 days and 6 months ago",4,4320,,,,
9,Non-COVID-19 deaths,2023-04,Total,"Second dose, at least 6 months ago",1582,585055,1360.7,,1285.4,1436.1
9,Non-COVID-19 deaths,2023-04,Total,"Third dose or booster, less than 21 days ago",1,3,,,,
9,Non-COVID-19 deaths,2023-04,Total,"Third dose or booster, at least 21 days ago",4406,1146399,1296.9,,1253.1,1340.8
9,Non-COVID-19 deaths,2023-04,Total,"Fourth dose or booster, less than 21 days ago",3,0,,,,
9,Non-COVID-19 deaths,2023-04,Total,"Fourth dose or booster, at least 21 days ago",28206,1359114,909,,877.6,940.4
9,Non-COVID-19 deaths,2023-04,Total,Ever vaccinated,34481,3197167,908.1,,898.5,917.7
